Hora,O3,NO2,CO,Humedad,Temperatura,P25,P10
0:0:39,49904.16,2629.61,173357.66,23.70,28.50,99,1301
0:1:39,47678.02,2568.22,169981.91,23.70,28.50,108,1211
0:2:40,50834.95,2671.43,178888.88,23.70,28.50,102,1255
0:3:40,48773.59,2578.34,171324.84,23.80,28.40,99,1306
0:4:41,48331.25,2619.27,175412.84,23.80,28.50,105,1405
0:5:41,49675.16,2640.00,176795.58,23.80,28.50,104,1168
0:6:42,45993.96,2508.37,167324.95,23.90,28.50,115,1104
0:7:42,48773.59,2640.00,174040.20,23.90,28.50,100,1068
0:8:43,48551.73,2619.27,173357.66,23.90,28.50,102,992
0:9:43,49675.16,2629.61,176795.58,24.10,28.50,110,1167
0:10:44,49447.62,2660.91,177490.75,24.10,28.50,105,1129
0:11:44,49904.16,2660.91,177490.75,24.30,28.40,124,1157
0:12:45,49675.16,2640.00,175412.84,24.30,28.40,101,903
0:13:45,49012.66,2636.21,176383.75,24.40,28.40,111,1239
0:14:46,48996.85,2629.61,175412.84,24.50,28.30,108,1258
0:15:46,48996.85,2640.00,174040.20,24.60,28.30,98,1143
0:16:47,48551.73,2598.72,176102.92,24.60,28.30,102,1234
0:17:47,48331.25,2619.27,174040.20,24.70,28.30,137,1547
0:18:48,48331.25,2608.97,172677.58,24.80,28.20,117,1033
0:19:48,48788.64,2605.14,174311.92,24.90,28.20,99,1223
0:20:49,48331.25,2619.27,175412.84,25.00,28.20,102,1154
0:21:49,48331.25,2629.61,174725.27,25.10,28.20,96,1347
0:22:50,48704.41,2614.56,179925.64,25.20,28.10,102,1181
0:23:50,49221.52,2619.27,178888.88,25.20,28.10,96,930
0:24:51,48331.25,2619.27,177490.75,25.30,28.10,139,1055
0:25:51,48413.80,2620.17,178148.13,25.30,28.10,109,1312
0:26:52,48331.25,2619.27,176795.58,25.40,28.00,101,1349
0:27:52,48112.15,2619.27,179591.83,25.50,28.00,94,1284
0:28:53,47678.02,2608.97,175412.84,25.60,28.00,96,1055
0:29:53,47036.81,2608.97,173357.66,25.30,27.90,95,1135
0:30:54,47249.23,2588.51,174725.27,25.40,27.90,99,1405
0:31:54,46200.00,2528.15,170652.16,25.50,27.90,92,1128
0:32:55,44389.38,2479.00,167985.61,25.40,27.90,87,916
0:33:55,47036.81,2558.14,172677.58,25.40,27.90,126,1475
0:34:56,46407.30,2568.22,175412.84,25.80,28.00,95,1161
0:35:56,47462.97,2578.34,176795.58,25.60,28.00,30116,31330
0:36:57,47462.97,2588.51,177490.75,25.60,28.00,101,908
0:37:57,44982.14,2508.37,172677.58,25.40,27.90,91,965
0:38:58,45993.96,2508.37,171324.84,25.60,28.00,90,1047
0:39:58,47113.85,2569.00,175367.64,25.60,28.00,87,1030
0:40:59,46407.30,2548.10,170652.16,25.40,27.90,88,998
0:41:59,46200.00,2548.10,170652.16,25.60,28.00,91,833
0:43:0,46615.86,2548.10,169981.91,25.40,27.90,91,952
0:44:0,44389.38,2469.29,166010.73,25.50,27.90,99,771
0:45:1,45383.23,2528.15,169314.06,25.40,27.90,99,940
0:46:1,46414.64,2534.18,173626.38,25.70,28.00,94,754
0:47:2,44785.71,2504.40,172943.31,25.50,27.90,91,862
0:48:2,45927.50,2553.49,172992.69,25.60,27.90,98,938
0:49:3,45185.63,2524.21,168896.92,26.00,28.00,95,898
0:50:3,45519.52,2523.53,172313.28,25.90,28.00,107,1170
0:51:4,45861.02,2538.82,170598.91,25.70,27.90,110,876
0:52:4,46200.00,2538.11,169981.91,25.80,27.90,104,1008
0:53:5,45789.16,2528.15,169314.06,25.90,27.90,116,841
0:54:5,46200.00,2548.10,172000.00,25.90,27.80,98,811
0:55:6,44916.66,2484.17,166965.89,26.10,27.80,102,973
0:56:6,46133.34,2553.49,172992.69,26.00,27.80,106,891
0:57:7,45789.16,2548.10,172677.58,26.10,27.80,99,941
0:58:7,45789.16,2538.11,169981.91,26.30,27.80,119,1046
0:59:8,46615.86,2568.22,174040.20,26.30,27.80,99,683
1:0:8,45722.89,2543.46,172992.69,26.50,27.80,98,857
1:1:9,47036.81,2588.51,177490.75,26.40,27.80,98,883
1:2:9,47462.97,2608.97,177490.75,26.60,27.80,97,766
1:3:10,47894.41,2588.51,180297.38,26.60,27.80,100,714
1:4:10,44389.38,2498.54,169981.91,26.50,27.80,129,1040
1:5:11,47769.47,2616.34,182706.78,26.40,27.70,114,739
1:6:11,46407.30,2568.22,178888.88,26.40,27.70,126,849
1:7:12,46969.33,2573.67,179925.64,26.40,27.80,105,777
1:8:12,47894.41,2608.97,180297.38,26.60,27.80,119,757
1:9:13,45656.62,2509.01,173308.94,26.70,27.80,109,840
1:10:13,46825.69,2568.22,178188.52,26.60,27.70,122,1030
1:11:14,44982.14,2508.37,172000.00,26.80,27.70,105,839
1:12:14,45317.36,2533.47,175735.28,26.70,27.70,99,735
1:13:15,47678.02,2608.97,180297.38,26.70,27.70,101,919
1:14:15,48331.25,2619.27,184586.48,26.90,27.70,93,731
1:15:16,45182.09,2528.15,174040.20,26.90,27.70,99,819
1:16:16,45524.09,2519.58,172577.69,26.70,27.70,144,880
1:17:17,47249.23,2588.51,178188.52,26.70,27.70,98,723
1:18:17,48043.62,2614.56,183489.69,26.80,27.70,107,1160
1:19:18,48331.25,2640.00,183146.09,26.90,27.60,101,1034
1:20:18,45722.89,2553.49,177818.83,26.90,27.60,102,592
1:21:19,47678.02,2629.61,183146.09,26.80,27.60,105,537
1:22:19,48331.25,2660.91,185310.75,26.90,27.60,104,807
1:23:19,48331.25,2619.27,182429.92,27.00,27.60,104,683
1:24:20,47462.97,2629.61,179591.83,27.10,27.50,108,882
1:25:20,48331.25,2629.61,185310.75,27.10,27.50,95,526
1:26:21,47894.41,2619.27,181716.44,27.10,27.50,99,830
1:27:21,48112.15,2608.97,181716.44,27.20,27.50,100,658
1:28:22,47894.41,2629.61,181716.44,27.30,27.40,110,731
1:29:22,48773.59,2629.61,183864.92,27.40,27.40,98,907
1:30:23,49168.26,2652.38,188931.30,27.50,27.40,114,798
1:31:23,48551.73,2629.61,183864.92,27.60,27.40,102,753
1:32:24,49012.66,2625.81,186363.64,27.60,27.30,98,30909
1:33:24,48927.45,2614.56,189333.34,27.60,27.30,104,878
1:34:25,49221.52,2640.00,187500.00,27.70,27.30,106,893
1:35:25,49464.97,2646.65,190804.61,27.70,27.30,102,789
1:36:26,48551.73,2619.27,185310.75,27.80,27.30,111,786
1:37:26,48262.50,2624.89,187121.22,27.80,27.30,108,805
1:38:27,49221.52,2640.00,186767.50,28.00,27.20,101,617
1:39:27,49012.66,2646.65,190057.38,28.10,27.20,103,901
1:40:28,48551.73,2619.27,184586.48,28.20,27.20,95,962
1:41:28,49221.52,2640.00,188235.31,28.30,27.20,95,537
1:42:29,47906.55,2615.45,184180.80,28.40,27.20,96,877
1:43:29,48112.15,2608.97,184586.48,28.40,27.10,99,685
1:44:30,46825.69,2619.27,182429.92,28.50,27.10,112,846
1:45:30,47678.02,2598.72,184586.48,28.60,27.10,112,614
1:46:31,47906.55,2605.14,184905.67,28.60,27.10,107,802
1:47:31,47918.75,2621.98,188167.94,28.70,27.10,101,638
1:48:32,45789.16,2528.15,178888.88,28.60,27.10,100,848
1:49:32,46825.69,2619.27,185310.75,28.40,27.10,97,909
1:50:33,47249.23,2608.97,186767.50,28.60,27.10,99,653
1:51:33,47462.97,2608.97,183864.92,28.70,27.10,100,875
1:52:34,47462.97,2629.61,185310.75,28.80,27.10,93,919
1:53:34,47826.09,2614.56,187121.22,28.80,27.10,89,723
1:54:35,47462.97,2588.51,185310.75,28.90,27.10,86,684
1:55:35,47678.02,2608.97,183864.92,28.90,27.10,94,709
1:56:36,47541.80,2620.17,186011.36,28.90,27.00,121,1089
1:57:36,46825.69,2578.34,182429.92,29.10,27.00,108,835
