Hora,O3,NO2,CO,Humedad,Temperatura,P25,P10
0:0:35,56418.11,2903.40,210020.03,21.20,33.50,104,524
0:1:35,58956.84,2997.69,220987.63,21.40,33.50,100,541
0:2:36,60117.22,3137.62,228151.28,20.70,33.50,99,384
0:3:36,60742.66,3108.02,224481.34,20.30,33.50,107,632
0:4:37,58851.98,2924.94,215510.19,20.40,33.50,103,571
0:5:37,59840.00,3046.15,220123.17,21.30,33.50,108,371
0:6:38,60500.01,3055.27,223236.53,20.40,33.50,105,637
0:7:38,60439.56,3095.53,224481.34,20.40,33.60,102,444
0:8:39,61665.43,3083.10,229831.95,20.20,33.60,101,486
0:9:39,62609.02,3145.84,231645.58,20.10,33.60,105,383
0:10:40,59840.00,3009.72,219262.27,20.10,33.60,107,514
0:11:40,59840.00,3120.57,225363.83,20.60,33.50,103,347
0:12:41,58666.68,2857.53,210843.36,20.10,33.60,104,620
0:13:41,60138.69,3009.72,226250.00,21.20,33.60,105,581
0:14:42,60742.66,3083.10,228033.48,20.60,33.60,101,424
0:15:42,61047.98,3046.15,226250.00,20.40,33.60,106,453
0:16:43,60439.56,3083.10,226250.00,20.40,33.50,103,439
0:17:43,61355.56,3145.84,235319.14,20.10,33.50,100,519
0:18:44,60439.56,3120.57,230736.84,19.90,33.60,98,631
0:19:44,62292.14,3197.12,238115.63,20.10,33.60,103,621
0:20:45,63574.15,3171.36,237179.50,19.80,33.50,99,378
0:21:45,62928.30,3171.36,237179.50,20.10,33.50,100,563
0:22:46,62928.30,3145.84,232558.16,20.00,33.60,105,467
0:23:46,62928.30,3145.84,233474.58,20.20,33.50,97,518
0:24:47,63574.15,3249.39,240948.28,20.30,33.50,94,439
0:25:47,63977.01,3233.41,240604.77,20.10,33.50,100,441
0:26:48,62845.28,3191.85,238626.61,20.10,33.50,100,471
0:27:48,62928.30,3223.13,243817.78,20.20,33.50,103,660
0:28:49,63250.00,3223.13,238115.63,20.20,33.50,104,490
0:29:49,64561.54,3210.10,241900.66,20.30,33.50,98,387
0:30:50,64895.75,3236.23,248684.22,20.40,33.50,95,592
0:31:50,63250.00,3236.23,243817.78,20.30,33.50,99,581
0:32:51,64806.20,3222.76,243572.98,20.30,33.50,99,493
0:33:51,63250.00,3070.73,232558.16,20.50,33.50,90,407
0:34:52,64895.75,3223.13,247702.41,21.10,33.40,105,433
0:35:52,63816.79,3102.83,239569.89,20.50,33.40,111,480
0:36:53,64223.08,3214.98,241125.55,20.90,33.40,103,479
0:37:53,63892.72,3150.36,240172.80,20.60,33.40,90,358
0:38:54,61895.53,3140.62,234893.61,20.80,33.40,96,407
0:39:54,62679.25,3142.86,236830.83,20.80,33.40,96,562
0:40:55,62292.14,3184.21,240948.28,20.90,33.30,97,505
0:41:55,61665.43,3070.73,234394.92,20.80,33.30,94,489
0:42:56,63250.00,3197.12,243817.78,21.20,33.30,95,558
0:43:56,63574.15,3184.21,242857.14,20.80,33.30,99,561
0:44:57,62292.14,3158.57,240948.28,20.90,33.20,93,719
0:45:57,64223.08,3228.09,244978.16,21.00,33.20,97,726
0:46:58,63969.23,3251.71,242701.53,20.90,33.20,95,635
0:47:58,62845.28,3204.81,240517.25,21.00,33.20,93,358
0:48:59,62762.27,3186.57,242950.11,21.00,33.20,101,558
0:49:59,63977.01,3207.23,245414.84,21.20,33.10,96,571
0:51:0,64976.75,3233.41,244444.45,21.30,33.20,99,679
0:52:0,63900.76,3223.13,242857.14,21.30,33.10,105,451
0:53:1,64392.31,3186.57,240086.22,21.40,33.00,162,725
0:54:1,63250.00,3171.36,241900.66,21.70,33.00,104,480
0:55:2,61895.53,3102.83,236752.14,21.60,33.00,100,478
0:56:2,63239.55,3176.02,240172.80,21.90,33.00,122,574
0:57:3,63564.89,3188.94,240172.80,21.70,33.00,105,475
0:58:3,61047.98,3083.10,236247.34,21.70,33.00,114,513
0:59:4,62679.25,3181.29,239655.17,22.00,33.00,112,602
1:0:4,61977.62,3158.57,239055.80,21.80,33.00,108,446
1:1:5,63166.67,3217.83,241468.69,21.80,33.00,126,426
1:2:5,62292.14,3197.12,241900.66,21.70,33.00,112,708
1:3:6,63250.00,3184.21,240948.28,21.40,32.90,104,494
1:4:6,61977.62,3058.41,234394.92,21.90,33.00,112,583
1:5:7,61977.62,3145.84,240948.28,22.40,33.00,110,402
1:6:7,63166.67,3077.93,240517.25,22.10,33.00,110,580
1:7:8,62609.02,3158.57,245751.64,22.10,32.90,104,525
1:8:8,64471.04,3222.76,244541.48,22.30,33.00,105,718
1:9:9,62292.14,3197.12,243817.78,21.90,32.90,103,440
1:10:9,62928.30,3158.57,241900.66,21.90,32.90,117,548
1:11:10,61977.62,3158.57,247702.41,22.10,32.90,102,387
1:12:10,61895.53,3166.11,239569.89,22.10,32.90,101,727
1:13:11,61047.98,3145.84,238115.63,22.10,32.80,100,354
1:14:11,60138.69,2973.79,228033.48,22.20,32.80,107,296
1:15:12,61731.35,3142.86,240604.77,22.90,32.80,107,568
1:16:12,61355.56,3120.57,237179.50,22.40,32.80,110,388
1:17:13,61813.44,3186.57,241036.73,22.50,32.80,107,340
1:18:13,61665.43,3171.36,240948.28,22.20,32.80,109,870
1:19:14,61977.62,3120.57,238115.63,22.20,32.70,106,434
1:20:14,63574.15,3223.13,244782.61,22.40,32.70,104,380
1:21:15,61665.43,3171.36,243817.78,22.20,32.80,105,498
1:22:15,61977.62,3070.73,239055.80,22.30,32.80,103,552
1:23:16,63000.00,3220.29,249339.20,22.60,32.80,107,581
1:24:16,63250.00,3236.23,247702.41,22.40,32.80,106,295
1:25:17,63166.67,3204.81,249230.77,22.30,32.80,101,356
1:26:17,61977.62,3197.12,247702.41,22.40,32.70,99,383
1:27:18,61665.43,3184.21,243817.78,22.30,32.70,104,340
1:28:18,62292.14,3171.36,245751.64,22.40,32.60,110,444
1:29:19,63155.90,3222.76,247472.52,22.50,32.60,104,431
1:30:19,61047.98,3095.53,241900.66,22.60,32.60,101,497
1:31:20,62609.02,3184.21,245751.64,23.00,32.60,100,346
1:32:20,60439.56,3145.84,236247.34,22.80,32.60,101,663
1:33:21,61355.56,3145.84,240948.28,22.80,32.60,109,510
1:34:21,60138.69,3108.02,240948.28,22.80,32.60,109,464
1:35:22,60966.80,3140.62,240517.25,22.90,32.60,110,619
1:36:22,59249.10,3058.41,237179.50,22.90,32.60,104,400
1:37:23,59249.10,3095.53,236247.34,23.10,32.60,104,483
1:38:23,59543.48,3083.10,237179.50,22.90,32.50,99,620
1:39:24,59543.48,3095.53,235319.14,22.90,32.60,99,462
1:40:24,58666.68,3133.18,237179.50,23.00,32.50,106,404
1:41:25,57526.50,3095.53,229831.95,23.00,32.50,101,430
1:42:25,59169.68,3090.35,235820.91,23.10,32.50,100,541
1:43:26,58666.68,3095.53,228930.83,23.20,32.40,106,555
1:44:26,58378.58,3083.10,233474.58,23.20,32.40,103,527
1:45:27,59543.48,3070.73,234394.92,23.20,32.40,105,680
1:46:27,58956.84,3083.10,231645.58,23.40,32.40,103,472
1:47:28,57526.50,3083.10,230736.84,23.20,32.40,108,412
1:48:28,58378.58,3070.73,233474.58,23.40,32.40,103,496
1:49:29,58092.54,3070.73,226250.00,23.30,32.40,110,461
1:50:29,58378.58,3070.73,228930.83,23.40,32.40,112,30620
1:51:30,57526.50,3033.95,227139.89,23.40,32.40,101,448
1:52:30,58956.84,3058.41,229831.95,23.40,32.40,105,538
1:53:31,58378.58,2985.71,227139.89,23.60,32.40,101,449
1:54:31,59440.00,3082.08,229535.88,23.80,32.40,95,576
1:55:32,57808.50,3058.41,230736.84,23.80,32.40,95,617
1:56:32,58719.43,3080.00,234042.55,23.60,32.30,92,513
1:57:33,58719.43,3092.45,232203.39,23.60,32.30,95,633
1:58:33,58092.54,3083.10,231645.58,23.60,32.30,92,325
1:59:34,58014.23,3077.93,233970.30,23.70,32.30,95,542
2:0:34,57808.50,3095.53,234394.92,23.60,32.20,95,317
2:1:35,58378.58,3120.57,232558.16,23.50,32.20,93,328
2:2:35,58092.54,3133.18,237179.50,23.50,32.20,99,482
2:3:36,59543.48,3158.57,239055.80,23.60,32.20,96,406
2:4:36,60885.62,3186.57,245851.53,23.50,32.10,73,525
2:5:37,59840.00,3171.36,240948.28,23.40,32.10,100,421
2:6:37,59840.00,3171.36,242857.14,23.50,32.10,104,412
2:7:38,59840.00,3184.21,240948.28,23.50,32.00,107,403
2:8:38,59840.00,3158.57,240000.00,23.50,32.00,102,455
2:9:39,60058.40,3153.33,239569.89,23.70,32.00,106,487
2:10:39,60036.63,3170.74,237849.47,23.90,32.00,104,469
2:11:40,58378.58,3120.57,234394.92,23.90,32.00,104,340
2:12:40,59600.00,3130.17,235897.44,23.80,32.00,107,502
2:13:41,58666.68,3133.18,234394.92,23.80,32.00,109,397
2:14:41,60138.69,3145.84,236247.34,23.70,32.00,110,344
2:15:42,60500.01,3155.61,238709.69,23.70,32.00,110,399
2:16:42,58956.84,3108.02,236247.34,23.70,32.00,108,655
2:17:43,60785.19,3160.19,239826.84,23.90,32.00,103,438
2:18:43,59840.00,3158.57,239055.80,24.10,32.00,111,512
2:19:44,58666.68,3108.02,237179.50,24.10,32.00,104,406
2:20:44,58956.84,3120.57,231645.58,24.10,32.00,127,425
2:21:45,58587.82,3102.83,233970.30,23.90,31.90,100,338
2:22:45,59384.07,3135.39,233545.66,24.00,31.90,106,414
