Hora,O3,NO2,CO,Humedad,Temperatura,P25,P10
0:0:17,81714.29,2846.19,198830.42,27.90,29.70,98,438
0:1:18,73770.20,2757.27,191954.03,28.00,29.60,101,534
0:2:18,67665.34,2735.53,189714.30,28.40,29.60,114,462
0:3:19,66606.30,2735.53,192706.33,28.50,29.60,109,445
0:4:19,66258.83,2757.27,194219.66,28.40,29.60,109,491
0:5:20,66258.83,2779.20,191954.03,28.40,29.60,104,437
0:6:20,64640.93,2753.64,193063.58,28.40,29.60,117,574
0:7:21,66258.83,2735.53,196511.64,28.40,29.60,129,535
0:8:21,66258.83,2757.27,197281.56,28.00,29.60,117,441
0:9:22,69219.51,2842.70,200785.86,28.10,29.50,110,494
0:10:22,64229.88,2713.97,188973.39,28.20,29.50,104,261
0:11:23,67314.74,2826.46,198046.88,28.50,29.50,139,565
0:12:23,67309.52,2801.33,193461.55,28.20,29.50,110,698
0:13:24,71385.89,2834.90,200391.39,28.20,29.40,97,454
0:14:24,70617.27,2834.90,198830.42,28.30,29.40,114,404
0:15:25,64561.54,2757.27,194980.70,28.50,29.40,96,450
0:16:25,61501.86,2725.88,190439.78,28.80,29.40,107,525
0:17:26,61731.35,2808.93,198437.50,29.00,29.40,103,456
0:18:26,56692.30,2671.43,186767.50,28.70,29.50,124,424
0:19:27,56145.83,2671.43,184586.48,29.00,29.50,105,438
0:20:27,55875.43,2692.61,185310.75,29.00,29.50,104,412
0:21:28,55075.34,2682.00,186767.50,28.90,29.50,101,487
0:22:28,55340.20,2671.43,189714.30,29.00,29.50,105,347
0:23:29,54291.52,2671.43,186767.50,28.80,29.60,106,447
0:24:29,57526.50,2790.24,197281.56,28.90,29.60,102,419
0:25:30,55916.66,2731.87,190057.38,28.40,29.60,100,334
0:26:30,53959.46,2677.22,188593.17,28.60,29.60,107,333
0:27:31,57526.50,2779.20,196511.64,28.70,29.60,110,473
0:28:31,57293.28,2753.64,189312.98,28.40,29.60,107,374
0:29:32,55606.89,2703.27,185310.75,28.40,29.50,101,490
0:30:32,55606.89,2724.73,189714.30,28.70,29.60,98,411
0:31:33,54812.29,2703.27,189714.30,28.70,29.50,147,782
0:32:33,54587.03,2678.26,186363.64,28.90,29.50,105,462
0:33:34,53020.00,2650.43,183864.92,28.90,29.60,106,642
0:34:34,53662.16,2658.13,187072.25,29.00,29.60,106,374
0:35:35,52277.23,2629.61,179591.83,28.90,29.60,106,377
0:36:35,51549.02,2619.27,179591.83,28.80,29.70,105,427
0:37:36,52624.58,2640.95,183114.45,28.80,29.70,99,515
0:38:36,52158.94,2606.01,180560.73,28.80,29.70,100,382
0:39:37,51549.02,2598.72,180297.38,28.90,29.70,105,691
0:40:37,51549.02,2608.97,180297.38,28.80,29.80,96,438
0:41:38,52032.89,2608.97,183864.92,28.80,29.80,101,579
0:42:38,51477.13,2614.56,178518.50,28.70,29.80,99,596
