Hora,O3,NO2,CO,Humedad,Temperatura,P25,P10
0:0:31,41514.12,3217.83,285510.69,57.80,20.10,93,401
0:1:32,41756.37,3210.10,289473.72,57.80,20.10,88,413
0:2:32,40516.66,3223.13,278037.41,57.70,20.10,91,372
0:3:33,41219.10,3210.10,283687.97,57.20,20.10,97,417
0:4:33,40000.00,3197.12,278037.41,57.80,20.10,92,406
0:5:34,42731.99,3265.21,285035.63,58.40,20.00,91,366
0:6:34,42487.11,3262.62,287142.84,58.10,20.00,93,394
0:7:35,43807.02,3289.27,285985.75,57.80,20.00,92,359
0:8:35,42672.41,3223.13,282547.19,57.80,20.10,93,245
0:9:36,41042.02,3171.36,276923.09,57.40,20.00,91,337
0:10:36,40690.80,3197.12,275813.97,57.40,20.00,90,389
0:11:37,44390.53,3259.85,289208.66,57.90,20.00,89,447
0:12:37,41397.18,3236.23,275813.97,58.20,20.00,90,497
0:13:38,43046.24,3262.62,288305.50,57.90,20.00,87,519
0:14:38,44982.14,3249.39,287142.84,58.10,19.90,88,400
0:15:39,43234.78,3262.62,291826.91,58.00,19.90,93,425
0:16:39,42668.59,3233.41,285714.28,58.10,19.90,95,330
0:17:39,41756.37,3210.10,273611.13,57.90,19.90,90,596
0:18:40,40516.66,3171.36,272517.34,57.90,19.90,88,348
0:19:40,41756.37,3223.13,276923.09,58.00,19.90,86,381
0:20:41,39939.39,3204.81,277570.13,58.30,19.90,98,498
0:21:41,41756.37,3223.13,275813.97,58.30,19.90,89,407
0:22:42,39829.67,3210.10,276923.09,57.90,19.90,87,407
0:23:42,42858.79,3236.23,281411.78,58.10,19.90,84,460
0:24:43,40516.66,3197.12,275813.97,58.40,19.90,96,380
0:25:43,40110.50,3191.85,276456.91,58.10,19.90,82,496
0:26:44,42119.66,3223.13,288305.50,58.50,19.90,83,485
0:27:44,39829.67,3171.36,272517.34,58.10,19.90,95,450
0:28:45,39660.27,3171.36,271428.59,58.00,19.90,81,449
0:29:45,41576.27,3223.13,275813.97,58.00,19.90,81,380
0:30:46,44000.00,3275.91,287142.84,58.00,19.90,84,430
0:31:46,40865.92,3197.12,274710.00,58.40,19.90,83,588
0:32:47,46200.00,3275.91,280281.72,58.30,19.90,85,490
0:33:47,45182.09,3302.69,288305.50,58.10,19.80,86,559
0:34:48,46200.00,3262.62,281411.78,58.30,19.80,83,585
0:35:48,45116.41,3270.56,286666.66,57.80,19.80,88,425
0:36:49,43424.41,3262.62,283687.97,58.20,19.90,81,496
0:37:49,43807.02,3262.62,278037.41,57.90,19.80,76,565
0:38:50,46407.30,3302.69,284834.13,58.00,19.80,88,509
0:39:50,44129.41,3244.07,287828.19,58.10,19.80,91,396
0:40:51,44982.14,3236.23,284834.13,58.20,19.80,85,590
0:41:51,42119.66,3236.23,271428.59,58.10,19.80,88,405
0:42:52,43232.55,3246.60,274418.63,58.00,19.80,95,401
0:43:52,44389.38,3236.23,285985.75,58.20,19.80,97,456
0:44:52,46901.84,3305.39,280470.63,58.30,19.80,99,388
0:45:53,45585.58,3329.73,291826.91,58.20,19.80,93,377
0:46:53,47894.41,3316.18,287142.84,58.10,19.80,91,372
0:47:54,41042.02,3197.12,270344.81,58.20,19.80,86,355
0:48:54,42672.41,3236.23,284834.13,57.80,19.80,89,329
0:49:55,44916.66,3270.56,279812.22,58.30,19.80,91,412
