1_12_17.txt
17:19:3,33854.64
17:20:4,16030.72
17:21:5,11163.69
17:22:6,8035.04
17:23:7,6571.79
17:24:8,5513.58
17:25:9,5244.50
17:26:10,5311.27
17:27:11,4342.79
17:28:12,3704.73
17:29:13,3353.81
17:30:14,3382.69
17:31:15,3853.83
17:32:16,4035.05
17:33:17,3704.73
17:34:18,3616.09
17:35:19,3296.25
17:36:20,3557.34
17:37:21,3210.41
17:38:22,3498.86
17:39:23,2956.33
17:40:24,2928.41
17:41:25,2652.65
17:42:26,2762.22
17:43:27,2250.27
17:44:28,2015.09
17:45:29,2015.09
17:46:30,2145.18
17:47:31,2250.27
17:48:32,2250.27
17:49:33,2223.91
17:50:34,2517.05
17:51:35,2015.09
17:52:36,1989.24
17:53:37,2015.09
17:54:38,2356.28
17:55:39,2303.16
17:56:40,2276.69
17:57:41,2250.27
17:58:42,2145.18
17:59:43,1759.06
18:0:44,2223.91
18:1:45,2015.09
18:2:46,2015.09
18:3:47,2145.18
18:4:48,1784.42
18:5:49,1633.09
18:6:50,1784.42
18:7:51,1759.06
18:8:52,1886.39
18:9:53,1708.51
18:10:54,1708.51
18:11:55,2066.95
18:12:56,2171.37
18:13:57,2598.23
18:14:58,2490.11
18:15:59,1912.02
18:17:0,1912.02
18:18:1,1683.32
18:19:2,1937.70
18:20:3,2015.09
18:21:4,1759.06
18:22:5,1835.29
18:23:6,1784.42
18:24:7,2040.99
18:25:8,2015.09
18:26:9,1708.51
18:27:10,1658.17
18:28:11,1658.17
18:29:12,1608.05
18:30:13,1809.83
18:31:14,1937.70
18:32:15,1860.81
18:33:16,1759.06
19:8:54,26666.67,3016.71,274245.97,0.00,0.00,0,0
19:10:22,29705.07,3382.09,307462.69,0.00,0.00,0,0
19:10:55,27743.36,3004.63,274245.97,0.00,0.00,0,0
19:12:12,30903.53,3521.12,293719.81,0.00,0.00,0,0
19:12:56,26296.14,3033.95,280281.72,0.00,0.00,0,0
19:14:20,27233.48,3516.62,305472.66,99.90,27.60,0,0
19:21:3,22043.05,3120.57,325963.97,32.50,31.60,0,0
19:22:16,23012.00,3070.73,310224.41,32.70,30.70,0,0
19:23:16,22569.72,2739.07,249006.63,35.40,30.30,0,0
19:24:17,18994.54,1862.45,143288.59,38.10,29.40,1628,4382
19:27:43,28803.61,3426.50,365193.38,38.00,28.20,147,2161
19:28:21,27355.26,3009.72,291826.91,38.10,27.70,597,4318
19:29:21,29266.51,2961.93,280281.72,38.00,27.70,156,705
19:30:22,30339.54,3021.81,287142.84,39.20,27.20,4922,10086
19:31:22,30339.54,2938.36,274710.00,40.40,26.60,4947,10300
19:32:23,31301.66,2958.62,268965.50,41.40,26.10,4910,10369
19:33:23,32231.33,2985.71,275813.97,42.20,25.70,5015,10366
19:34:24,32572.82,2910.00,264545.44,43.30,25.40,103,351
19:35:24,33107.84,2910.00,260360.34,44.50,25.00,101,288
19:36:25,32892.68,2903.40,255679.27,45.40,24.80,100,416
19:37:25,32759.13,2915.00,259775.27,45.90,24.50,103,307
19:38:26,32362.32,2891.85,254666.64,47.10,24.30,108,286
19:39:26,33707.92,2938.36,264999.97,47.50,24.00,107,361
19:40:27,33846.15,2961.93,264999.97,48.10,23.80,101,205
19:41:27,33433.50,2950.11,258744.38,48.80,23.70,101,336
19:42:28,33985.07,2973.79,268192.19,49.20,23.50,97,339
19:43:28,33297.30,2997.69,261851.02,49.80,23.40,105,398
19:44:29,33433.50,2950.11,258744.38,50.00,23.20,107,675
19:45:29,34100.00,3006.50,263636.34,50.20,23.20,101,302
19:46:30,33570.37,2973.79,254666.64,50.70,23.00,103,316
19:47:30,33985.07,2985.71,257718.13,50.90,23.00,94,501
19:48:31,33930.35,3004.63,257270.69,51.90,22.90,94,427
19:49:31,32892.68,2961.93,251655.63,51.90,22.80,97,440
19:50:32,32705.60,2992.61,258295.95,52.40,22.70,101,381
19:51:32,34523.93,3030.77,268965.50,52.70,22.70,94,330
19:52:33,32652.07,2951.83,249779.73,53.20,22.60,93,335
19:53:33,33433.50,2997.69,266059.22,52.80,22.50,93,510
19:54:34,33161.76,2961.93,253658.52,53.50,22.50,92,327
19:55:34,32231.33,2938.36,251655.63,53.50,22.50,92,474
19:56:35,33000.00,2994.44,255357.13,53.70,22.40,94,362
19:57:35,31971.22,2961.93,246724.89,54.20,22.40,92,563
19:58:36,32231.33,2961.93,256696.41,53.80,22.30,94,515
19:59:36,32705.60,2980.65,257270.69,54.40,22.30,96,337
20:0:37,32493.95,2973.79,249670.31,54.50,22.20,96,393
20:1:37,32892.68,2997.69,255679.27,54.20,22.20,91,328
20:2:37,31918.47,2945.08,251214.13,54.40,22.20,95,444
20:3:38,32100.96,2973.79,253658.52,55.10,22.10,99,465
20:4:38,32362.32,2997.69,251655.63,55.30,22.10,89,412
20:5:39,32759.13,2961.93,249670.31,55.40,22.10,90,334
20:6:39,31971.22,2938.36,245751.64,55.40,22.10,92,411
20:7:40,32072.29,2970.51,256375.84,55.60,22.00,92,380
20:8:40,32626.21,3009.72,253658.52,55.60,22.00,92,408
20:9:41,33433.50,3021.81,253658.52,56.00,21.90,92,548
20:10:41,33026.89,2985.71,255679.27,55.60,22.00,88,403
20:11:42,31842.11,2950.11,248684.22,55.70,21.90,85,471
20:12:42,32705.60,2980.65,251214.13,55.80,21.90,85,383
20:13:43,32362.32,2985.71,247702.41,55.50,21.90,88,521
20:14:43,33707.92,3009.72,255679.27,55.70,21.80,89,448
20:15:44,33161.76,3033.95,252654.84,55.80,21.80,90,575
20:16:44,32493.95,2985.71,252654.84,56.00,21.80,87,413
20:17:45,32100.96,2997.69,250660.78,56.00,21.70,86,357
20:18:45,32362.32,3021.81,254666.64,56.40,21.70,87,434
20:19:46,32493.95,3021.81,248684.22,56.60,21.70,89,545
20:20:46,32892.68,3009.72,249670.31,56.50,21.70,84,442
20:21:47,33000.00,3030.77,256375.84,56.20,21.70,84,598
20:22:47,32231.33,2973.79,250660.78,56.40,21.70,83,424
20:23:48,32493.95,2973.79,249670.31,55.90,21.70,86,520
20:24:48,32100.96,2997.69,248684.22,55.80,21.70,82,545
20:25:49,32892.68,3009.72,249670.31,55.80,21.70,77,542
20:26:49,35870.80,3057.28,257528.08,55.80,21.70,84,375
20:27:50,33026.89,2985.71,244782.61,55.40,21.60,79,383
20:28:50,33161.76,2997.69,244782.61,54.80,21.60,84,438
20:29:51,32231.33,2973.79,246724.89,54.70,21.60,90,575
20:30:51,32231.33,2938.36,249670.31,54.60,21.60,84,525
20:31:52,33161.76,2938.36,246724.89,54.10,21.70,89,490
20:32:52,33000.00,2994.44,257399.09,54.20,21.70,89,376
20:33:53,33707.92,2997.69,260810.78,54.10,21.70,88,446
20:34:53,35188.77,3037.85,263181.78,53.80,21.60,89,322
20:35:53,33461.73,2975.58,256823.27,54.10,21.60,94,502
20:36:54,33189.19,2987.53,260948.08,53.80,21.60,87,479
20:37:54,32759.13,2973.79,254666.64,53.60,21.60,85,387
20:38:55,33570.37,2973.79,256696.41,53.50,21.60,87,502
20:39:55,37070.87,3033.95,268192.19,53.40,21.60,92,373
20:40:56,34265.00,3009.72,263945.56,53.60,21.60,88,406
20:41:56,34833.33,3021.81,269266.03,53.40,21.50,90,377
20:42:57,35560.10,3009.72,276923.09,53.30,21.50,98,426
20:43:57,36457.14,3046.15,266059.22,53.30,21.50,98,315
20:44:58,34977.21,3009.72,257718.13,54.00,21.50,102,516
20:45:58,37052.63,3067.61,271131.63,53.80,21.40,94,300
20:46:59,35707.69,3033.95,267123.28,54.30,21.40,92,418
20:47:59,33707.92,3009.72,263945.56,54.00,21.30,96,255
20:49:0,34265.00,3046.15,264999.97,54.20,21.30,96,350
20:50:0,34124.69,3009.72,268192.19,54.50,21.30,99,301
20:51:1,34547.74,3021.81,266059.22,53.90,21.30,100,615
20:52:1,33433.50,2985.71,261851.02,54.00,21.30,100,371
20:53:2,33433.50,3009.72,269266.03,54.10,21.30,102,301
20:54:2,33846.15,3046.15,268192.19,53.80,21.30,91,318
20:55:3,37539.69,3070.73,276923.09,54.00,21.30,98,351
20:56:3,33985.07,3033.95,273611.13,54.40,21.30,98,374
20:57:4,33707.92,3021.81,264999.97,54.10,21.30,103,359
20:58:4,34468.51,3037.85,270669.72,54.30,21.30,91,429
20:59:5,33985.07,3009.72,266059.22,54.50,21.20,93,321
21:0:5,34833.33,3033.95,270344.81,54.70,21.20,91,339
21:1:6,33930.35,3016.71,269885.03,54.40,21.20,94,343
21:2:6,34547.74,3033.95,272517.34,54.40,21.20,97,366
21:3:7,34124.69,3033.95,273611.13,54.90,21.20,106,471
21:4:7,33570.37,3033.95,269266.03,54.20,21.20,95,381
21:5:7,34210.00,3016.71,269885.03,54.20,21.20,95,289
21:6:8,39600.00,3102.83,291346.16,54.00,21.10,91,534
21:7:8,38016.00,3120.57,289473.72,54.30,21.20,90,419
21:8:9,35413.26,3058.41,280281.72,54.60,21.10,94,433
21:9:9,34124.69,3033.95,274710.00,54.50,21.10,94,352
21:10:10,34833.33,3058.41,281411.78,54.10,21.10,89,558
21:11:10,34833.33,3058.41,282547.19,54.30,21.10,91,338
21:12:11,37539.69,3095.53,276923.09,54.30,21.10,90,446
21:13:11,35707.69,3058.41,281411.78,54.80,21.10,93,323
21:14:12,36305.70,3095.53,275813.97,55.10,21.00,89,389
21:15:12,33707.92,2997.69,263945.56,55.00,21.00,92,469
21:16:13,34833.33,3021.81,270344.81,55.10,21.00,87,359
21:17:13,34547.74,3021.81,271428.59,54.70,21.00,89,371
21:18:14,35927.64,3087.26,279529.44,54.50,20.90,89,463
21:19:14,33846.15,2997.69,272517.34,55.00,20.90,91,525
21:20:15,35503.83,3053.27,272055.44,54.50,21.00,94,306
21:21:15,34265.00,3033.95,272517.34,55.50,20.90,90,548
21:22:16,34406.02,3070.73,281411.78,55.40,20.90,93,517
