Hora,O3,NO2,CO,Humedad,Temperatura,P25,P10
0:0:56,41397.18,2430.86,160846.56,20.60,26.60,95,611
0:1:56,40795.52,2441.41,154434.80,20.80,26.60,99,413
0:2:57,42855.49,2504.40,161061.95,20.70,26.70,120,596
0:3:57,40743.02,2421.81,157618.22,20.40,26.60,106,599
0:4:58,41219.10,2430.86,157068.08,20.80,26.60,114,697
0:5:58,43742.69,2533.47,165000.00,20.80,26.60,111,724
0:6:59,41042.02,2430.86,156446.00,20.40,26.60,96,564
0:7:59,41451.98,2450.52,160777.39,20.60,26.60,107,776
0:9:0,41397.18,2450.00,159578.20,20.70,26.70,103,893
0:10:0,40865.92,2459.63,157068.08,20.50,26.70,100,763
0:11:1,42056.98,2493.95,158596.50,20.40,26.70,108,809
0:12:1,41937.50,2479.00,161484.09,20.20,26.60,102,504
0:13:2,42119.66,2459.63,155826.09,20.50,26.60,113,658
0:14:2,43485.38,2505.04,162277.59,20.20,26.60,104,684
0:15:3,42982.66,2484.17,162411.36,20.30,26.60,108,618
0:16:3,41687.50,2470.42,159435.63,20.20,26.60,137,861
0:17:4,43046.24,2498.54,164705.89,20.50,26.60,107,716
0:18:4,41211.27,2426.80,157267.95,20.20,26.60,103,802
0:19:5,41042.02,2450.00,160846.56,20.40,26.60,101,860
0:20:5,42858.79,2498.54,160211.28,20.20,26.70,100,677
0:21:6,43678.36,2528.84,167266.19,20.20,26.70,104,544
0:22:6,42487.11,2508.37,162123.91,19.90,26.70,111,518
0:23:7,42119.66,2469.29,162123.91,20.00,26.60,112,616
0:24:7,41937.50,2469.29,157068.08,20.00,26.70,99,625
0:25:8,44195.26,2520.25,165827.34,19.90,26.70,110,641
0:26:8,43046.24,2498.54,161484.09,19.60,26.70,102,605
0:27:9,42119.66,2469.29,162123.91,19.60,26.70,108,534
0:28:9,42119.66,2479.00,160211.28,19.60,26.80,96,605
0:29:10,42668.59,2524.21,166906.48,19.60,26.80,99,709
0:30:10,42114.29,2475.00,160424.03,19.70,26.70,102,668
0:31:11,43807.02,2518.24,165357.14,20.00,26.70,104,604
0:32:11,41756.37,2421.35,155826.09,20.10,26.60,108,552
0:33:12,42919.07,2479.58,162056.75,20.40,26.60,84,632
0:34:12,43046.24,2479.00,164056.95,20.40,26.60,103,296
0:35:13,41576.27,2469.29,158318.75,20.40,26.60,100,494
0:36:13,45387.38,2564.33,171584.69,20.40,26.60,106,451
0:37:14,43422.74,2465.28,161702.14,20.00,26.60,102,346
