Hora,O3,NO2,CO,Humedad,Temperatura,P25,P10
0:0:12,25885.11,1634.07,90212.76,12.60,34.80,118,761
0:1:12,25481.02,1588.89,88983.05,13.00,34.80,127,574
0:2:13,22654.76,1507.74,81430.54,13.00,34.70,115,792
0:3:13,32493.95,2136.42,143288.59,14.10,34.70,155,872
0:4:14,46969.33,2269.98,152413.80,10.80,34.70,108,487
0:5:14,53020.00,2459.63,170652.16,9.60,34.70,106,593
0:6:15,48331.25,2078.71,133768.36,9.30,34.70,105,586
0:7:15,59840.00,2568.22,177490.75,9.50,34.70,110,494
0:8:16,50529.03,2314.86,160493.83,9.20,34.70,106,321
0:9:16,34523.93,1857.87,119248.84,10.10,34.60,106,453
0:10:17,41756.37,2161.63,147959.19,11.70,34.60,105,568
0:11:17,31205.67,1776.33,109531.02,11.00,34.60,125,726
0:12:18,41576.27,2212.94,148551.98,12.00,34.50,114,581
0:13:18,29619.26,1727.75,101325.47,10.60,34.50,110,828
0:14:19,26504.31,1601.69,98250.73,12.00,34.40,107,577
0:15:19,39324.25,2038.42,128410.93,13.90,34.40,115,531
0:16:20,36609.37,1952.40,121698.12,10.90,34.40,104,489
0:17:20,29199.08,1746.03,101333.33,11.20,34.30,103,488
0:18:21,29619.26,1804.63,109063.44,13.10,34.30,345,1485
0:19:21,27032.68,1714.09,99999.99,12.40,34.30,106,951
0:20:22,26888.89,1668.97,97376.09,12.40,34.20,102,576
0:21:22,24985.39,1647.18,95664.73,13.00,34.20,107,408
0:22:23,31971.22,1983.27,128938.91,13.20,34.20,103,682
0:23:23,26192.72,1687.05,102215.66,12.20,34.10,106,544
0:24:24,23930.61,1621.05,91452.99,13.20,34.10,107,953
0:25:24,22883.53,1537.79,83008.36,14.00,34.10,109,701
0:26:25,29266.51,1884.57,122712.94,14.40,34.10,112,561
0:27:25,28116.59,1827.39,114551.08,13.60,34.00,103,573
0:28:26,27572.69,1811.76,113323.12,14.00,34.00,87,715
0:29:26,29150.00,1869.80,123734.18,14.70,34.00,117,706
0:30:27,28236.61,1899.45,123734.18,14.60,34.00,120,629
0:31:27,28075.72,1737.65,112538.22,14.80,34.00,112,606
0:32:28,30707.26,1944.75,131067.97,15.20,34.00,103,550
0:33:28,30339.54,1944.75,130533.13,14.80,33.90,102,817
0:34:29,34124.69,2103.25,146779.64,15.00,33.90,104,503
0:35:29,31080.19,1975.51,137623.75,14.90,33.90,103,956
0:36:30,26676.79,1723.08,109090.91,15.20,33.80,104,840
0:37:30,31153.67,1994.78,137851.23,15.80,33.80,113,582
0:38:31,28461.88,1884.57,128410.93,15.50,33.80,115,800
0:39:31,30339.54,1967.78,135409.84,15.80,33.80,100,682
0:40:32,30830.99,1944.75,137067.55,15.80,33.80,121,907
0:41:32,33570.37,2086.86,147959.19,16.00,33.80,107,749
0:42:33,41219.10,2355.87,169314.06,15.70,33.70,103,710
0:43:33,38991.87,2144.79,148551.98,15.20,33.70,101,658
0:44:34,32334.14,1940.22,133333.33,15.30,33.60,113,1205
0:45:34,36762.41,2153.19,156446.00,15.90,33.60,113,1251
0:46:35,31458.43,1826.12,131604.53,15.60,33.50,105,981
0:47:35,32072.29,2025.99,141708.53,16.50,33.60,104,1012
0:48:36,33161.76,2022.51,144444.42,15.30,33.50,97,874
0:49:36,37639.26,2174.32,156719.03,15.20,33.50,144,826
0:50:37,39157.61,2337.50,173357.66,14.90,33.40,101,862
0:51:37,38337.80,2161.63,153979.25,14.40,33.40,100,719
0:52:38,36762.41,2153.19,153367.89,14.30,33.40,141,790
0:53:38,32865.53,1743.76,116279.08,14.60,33.30,98,764
0:54:39,41750.00,2226.04,164285.72,14.20,33.30,104,853
0:55:39,37856.39,2006.73,143288.59,13.70,33.30,103,1073
0:56:40,44982.14,2187.13,162123.91,13.90,33.30,97,684
0:57:40,35856.04,1991.06,134860.89,13.40,33.30,97,742
0:58:41,38016.00,2078.71,150342.47,13.60,33.30,108,711
0:59:41,32493.95,1840.57,130000.00,13.90,33.20,102,756
1:0:42,35413.26,1906.93,134313.72,15.20,33.20,93,880
1:1:42,33846.15,1862.45,133768.36,14.90,33.30,106,846
1:2:43,34690.18,1921.98,139303.48,14.80,33.20,100,795
1:3:43,36005.15,1877.17,134313.72,14.30,33.20,102,625
1:4:44,37382.59,1983.27,142140.47,14.60,33.20,103,585
1:5:44,34690.18,1929.54,134860.89,14.40,33.10,106,875
1:6:45,33682.38,1850.54,129032.26,14.90,33.20,99,924
1:7:45,36916.23,1998.88,141569.27,15.40,33.10,106,806
1:8:46,41937.50,2265.48,162123.91,14.30,33.10,93,549
1:9:46,32626.21,1877.17,126315.79,13.20,33.00,100,781
1:10:47,31842.11,1797.51,122204.73,14.50,33.00,102,736
1:11:47,33407.41,1902.38,132789.56,15.20,33.00,100,641
1:12:48,33297.30,1877.17,129468.60,14.70,33.00,109,644
1:13:48,34690.18,1983.27,138181.81,15.00,33.00,99,1022
1:14:49,35121.82,2006.73,139303.48,14.40,33.00,123,923
1:15:49,36916.23,2054.44,145025.28,14.50,33.00,103,645
1:16:50,40865.92,2212.94,158318.75,13.90,32.90,111,906
1:17:50,42302.86,2256.63,158947.38,13.00,32.90,129,735
1:18:51,42361.03,2247.92,158875.22,13.00,32.90,107,648
1:19:51,40690.80,2204.31,157068.08,13.00,32.80,103,537
1:20:52,44000.00,2265.48,161484.09,13.50,32.80,111,877
1:21:52,47249.23,2374.39,171324.84,13.00,32.80,104,562
1:22:53,39829.67,2144.79,153979.25,12.60,32.80,107,1036
1:23:53,43807.02,2292.22,164056.95,13.70,32.80,105,778
1:24:54,44982.14,2310.22,167324.95,13.20,32.70,113,631
1:25:54,43234.78,2239.05,158947.38,13.30,32.70,116,828
1:26:55,50134.61,2430.86,175412.84,13.50,32.70,127,714
1:27:55,49082.28,2346.96,173992.67,12.70,32.60,110,692
1:28:56,46000.00,2279.04,162989.33,12.60,32.60,106,907
1:29:56,45185.63,2270.12,163636.38,13.00,32.60,107,801
1:30:57,45993.96,2310.22,166010.73,13.10,32.60,100,997
1:31:57,45789.16,2119.77,160846.56,12.80,32.50,113,849
1:32:58,51549.02,2469.29,177490.75,12.90,32.50,115,670
1:33:58,46825.69,2247.83,165357.14,12.40,32.50,114,533
1:34:59,47894.41,2337.50,168648.64,12.90,32.40,106,907
1:35:59,43234.78,2230.31,155826.09,12.80,32.40,124,811
1:37:0,46407.30,2355.87,168648.64,12.90,32.40,110,723
1:38:0,45383.23,2393.06,167985.61,12.60,32.30,117,837
1:39:1,45383.23,2310.22,166010.73,12.40,32.40,102,713
1:40:1,45722.89,2360.65,168288.28,12.80,32.30,117,1118
1:41:2,47249.23,2402.45,171324.84,12.60,32.30,190,2875
1:42:2,47678.02,2440.41,172000.00,12.60,32.30,119,1239
1:43:3,45733.33,2343.09,168115.92,12.50,32.30,134,1299
1:44:3,44982.14,2337.50,165357.14,12.90,32.30,105,1065
1:45:4,44389.38,2374.39,170652.16,12.80,32.30,101,1124
1:46:4,49675.16,2578.34,182429.92,12.90,32.20,115,1322
1:47:5,45789.16,2402.45,169981.91,12.50,32.30,120,1109
1:48:5,48996.85,2411.89,169314.06,12.60,32.20,197,1073
1:49:6,47249.23,2393.06,172000.00,12.50,32.20,100,903
