Hora,O3,NO2,CO,Humedad,Temperatura,P25,P10
22/2/18-0:39:31,847,438,484,60.00,23.10,9.50,28.40
22/2/18-0:40:31,847,439,483,60.00,23.10,10.20,31.60
22/2/18-0:41:32,847,436,484,58.90,23.10,9.30,29.20
22/2/18-0:42:33,847,438,484,57.60,23.10,10.30,33.80
22/2/18-0:43:34,847,437,483,58.60,23.10,9.40,29.40
22/2/18-0:44:35,847,435,486,58.70,23.10,8.70,25.30
22/2/18-0:45:36,847,438,485,58.80,23.10,9.30,33.80
22/2/18-0:46:37,847,437,482,58.40,23.00,9.70,27.10
22/2/18-0:47:38,847,435,482,59.50,23.00,9.10,29.30
22/2/18-0:48:39,846,435,482,59.00,23.00,9.90,32.00
22/2/18-0:49:40,847,432,481,58.90,22.90,8.00,24.90
22/2/18-0:50:41,847,433,485,59.10,22.90,9.40,28.90
22/2/18-0:51:42,847,432,482,57.90,22.90,10.50,36.40
22/2/18-0:52:43,847,430,487,58.30,22.90,10.30,38.50
22/2/18-0:53:44,847,438,484,58.30,22.90,9.40,41.70
22/2/18-0:54:45,847,435,482,58.10,22.90,9.10,28.00
22/2/18-0:55:46,847,433,479,59.30,22.90,9.00,32.20
22/2/18-0:56:47,847,432,481,58.70,22.90,9.90,29.30
22/2/18-0:57:48,847,435,487,59.50,22.80,9.30,28.30
22/2/18-0:58:49,848,431,482,58.90,22.80,9.80,30.40
22/2/18-0:59:50,847,433,484,61.20,22.80,8.60,26.40
22/2/18-1:0:51,847,432,485,60.10,22.80,8.40,27.40
22/2/18-1:1:52,847,439,487,61.10,22.80,8.80,29.80
22/2/18-1:2:53,847,437,486,60.40,22.80,8.50,24.40
22/2/18-1:3:54,847,437,485,62.10,22.80,7.80,19.90
22/2/18-1:4:55,847,438,486,60.30,22.80,8.90,29.20
22/2/18-1:5:56,847,433,484,60.70,22.70,9.00,26.00
22/2/18-1:6:57,847,434,482,60.70,22.80,8.90,24.20
22/2/18-1:7:58,847,432,485,60.40,22.70,8.70,26.90
22/2/18-1:8:59,846,434,484,59.20,22.70,10.00,36.20
22/2/18-1:10:0,847,435,484,60.10,22.70,11.00,31.40
22/2/18-1:11:1,847,432,485,61.50,22.60,10.30,28.50
22/2/18-1:12:2,847,432,484,59.90,22.60,10.80,24.40
22/2/18-1:13:3,847,431,484,60.10,22.60,10.80,26.50
22/2/18-1:14:4,847,434,485,61.00,22.60,10.70,25.20
22/2/18-1:15:5,847,436,482,59.80,22.50,11.10,26.30
22/2/18-1:16:6,847,434,483,60.30,22.50,11.20,27.40
22/2/18-1:17:7,847,434,483,61.50,22.50,9.60,26.30
22/2/18-1:18:8,847,431,482,61.60,22.50,9.40,25.70
22/2/18-1:19:9,847,434,484,62.00,22.50,9.30,30.40
22/2/18-1:20:10,847,433,485,61.50,22.50,9.10,27.90
22/2/18-1:21:11,848,433,483,62.10,22.50,9.80,28.70
22/2/18-1:22:12,847,432,482,61.70,22.40,8.80,25.00
22/2/18-1:23:13,847,438,488,62.80,22.40,9.00,25.70
22/2/18-1:24:14,847,431,482,62.40,22.40,9.90,25.60
22/2/18-1:25:15,847,431,484,63.60,22.40,10.50,39.70
22/2/18-1:26:16,847,434,482,63.60,22.40,10.30,30.10
22/2/18-1:27:17,847,432,482,64.00,22.40,9.90,29.80
22/2/18-1:28:18,847,432,483,62.50,22.30,10.80,33.30
22/2/18-1:29:18,847,438,486,62.60,22.30,9.10,24.60
22/2/18-1:30:19,847,430,483,64.90,22.30,9.50,28.60
22/2/18-1:31:20,847,435,485,63.80,22.30,8.90,23.50
22/2/18-1:32:21,847,430,486,63.60,22.30,9.30,25.40
22/2/18-1:33:22,847,432,483,64.90,22.30,9.00,26.50
22/2/18-1:34:23,847,431,482,64.50,22.30,9.20,27.00
22/2/18-1:35:24,847,430,482,64.70,22.30,10.70,32.60
22/2/18-1:36:25,848,439,488,64.70,22.30,9.20,24.00
22/2/18-1:37:26,847,438,484,63.30,22.30,8.40,27.70
22/2/18-1:38:27,847,432,482,64.30,22.30,9.10,27.00
22/2/18-1:39:28,847,434,485,62.80,22.20,8.30,26.20
22/2/18-1:40:29,847,432,482,64.70,22.20,9.10,35.30
22/2/18-1:41:30,848,433,485,64.20,22.20,9.20,30.10
22/2/18-1:42:31,847,432,481,65.20,22.20,9.20,29.10
22/2/18-1:43:32,846,430,481,65.80,22.20,8.80,29.20
22/2/18-1:44:33,847,432,481,65.70,22.20,9.00,33.30
22/2/18-1:45:34,847,435,483,66.70,22.10,8.20,19.70
22/2/18-1:46:35,848,436,483,64.60,22.10,8.50,25.90
22/2/18-1:47:36,847,428,479,67.60,22.20,8.40,20.30
22/2/18-1:48:37,847,424,479,66.80,22.10,8.50,28.30
22/2/18-1:49:38,847,429,480,66.60,22.10,7.80,16.90
22/2/18-1:50:39,847,431,481,64.70,22.10,8.40,30.00
22/2/18-1:51:40,847,431,479,66.10,22.10,8.30,20.00
22/2/18-1:52:41,847,429,478,64.40,22.10,9.50,27.90
22/2/18-1:53:42,847,432,480,64.30,22.10,8.00,22.80
22/2/18-1:54:43,847,431,480,66.50,22.10,8.60,24.10
22/2/18-1:55:44,848,434,482,65.40,22.10,7.70,19.40
22/2/18-1:56:45,847,434,479,66.40,22.10,8.30,25.30
22/2/18-1:57:46,847,436,481,66.00,22.10,8.30,26.90
22/2/18-1:58:47,847,432,479,65.00,22.10,7.90,24.90
22/2/18-1:59:48,848,434,479,65.10,22.10,6.80,18.30
22/2/18-2:0:49,848,435,482,66.30,22.10,7.70,21.60
22/2/18-2:1:50,847,437,485,65.80,22.10,8.10,21.80
22/2/18-2:2:51,847,438,482,66.90,22.10,7.40,19.30
22/2/18-2:3:52,847,438,481,66.50,22.10,7.50,23.50
22/2/18-2:4:53,848,441,483,67.20,22.10,7.90,26.20
22/2/18-2:5:54,847,435,481,67.30,22.10,8.70,28.20
22/2/18-2:6:55,847,436,479,67.20,22.10,7.40,27.40
22/2/18-2:7:56,847,438,481,67.40,22.10,7.20,24.80
22/2/18-2:8:57,847,433,478,67.70,22.10,7.30,21.90
22/2/18-2:9:58,848,434,476,67.70,22.10,7.80,26.20
22/2/18-2:10:59,847,437,476,66.80,22.00,7.00,17.00
22/2/18-2:12:0,847,437,480,67.30,22.00,6.90,20.80
22/2/18-2:13:1,847,433,477,65.90,22.00,6.70,20.50
22/2/18-2:14:2,847,433,477,67.10,22.00,7.30,21.30
22/2/18-2:15:3,847,433,477,66.90,22.00,6.60,18.30
22/2/18-2:16:4,847,435,478,65.60,22.00,7.10,19.90
22/2/18-2:17:4,847,436,478,66.90,22.00,7.40,23.90
22/2/18-2:18:5,847,436,478,66.20,21.90,7.70,22.90
22/2/18-2:19:6,847,438,478,67.70,21.90,7.90,22.20
22/2/18-2:20:7,847,441,481,67.50,21.90,6.80,16.20
22/2/18-2:21:8,847,443,482,66.60,21.90,7.60,24.10
22/2/18-2:22:9,847,439,479,66.70,21.90,7.40,25.40
22/2/18-2:23:10,847,438,475,67.80,21.90,7.10,27.80
22/2/18-2:24:11,847,433,477,68.50,21.90,7.10,21.50
22/2/18-2:25:12,848,434,474,67.60,21.90,6.60,19.70
22/2/18-2:26:13,847,434,475,66.40,21.80,7.00,19.00
22/2/18-2:27:14,847,435,473,67.20,21.80,6.60,20.80
22/2/18-2:28:15,847,431,473,68.20,21.80,6.40,21.80
22/2/18-2:29:16,848,433,474,68.20,21.80,6.90,21.50
22/2/18-2:30:17,847,431,473,65.70,21.80,6.50,21.30
22/2/18-2:31:18,847,427,470,66.00,21.80,6.10,17.30
22/2/18-2:32:19,847,427,469,66.10,21.70,6.70,18.20
22/2/18-2:33:20,847,425,469,67.60,21.70,6.20,19.20
22/2/18-2:34:21,847,423,466,65.80,21.70,5.70,15.80
22/2/18-2:35:22,847,429,469,66.90,21.70,6.40,20.90
22/2/18-2:36:23,847,430,469,67.50,21.70,6.00,17.50
22/2/18-2:37:24,848,425,470,67.10,21.70,6.10,18.10
22/2/18-2:38:25,847,428,467,66.70,21.70,6.10,16.00
22/2/18-2:39:26,847,430,467,66.10,21.70,5.70,16.70
22/2/18-2:40:27,847,429,468,66.50,21.70,7.00,19.90
22/2/18-2:41:28,847,427,465,66.80,21.70,6.30,21.90
22/2/18-2:42:29,847,427,468,66.50,21.70,6.00,26.70
22/2/18-2:43:30,847,430,473,66.20,21.60,5.50,15.00
22/2/18-2:44:31,847,429,467,67.10,21.60,6.60,24.20
22/2/18-2:45:32,847,427,466,67.80,21.60,6.20,22.50
22/2/18-2:46:33,847,428,468,67.40,21.60,6.50,23.00
22/2/18-2:47:34,847,428,467,67.30,21.60,6.50,22.80
22/2/18-2:48:35,847,427,466,66.90,21.60,6.20,22.20
22/2/18-2:49:36,847,427,462,68.10,21.50,6.10,16.40
22/2/18-2:50:37,847,425,465,65.80,21.50,5.80,19.20
22/2/18-2:51:38,847,425,465,66.40,21.50,6.00,20.50
22/2/18-2:52:39,847,418,458,66.00,21.50,7.00,22.50
22/2/18-2:53:40,847,419,463,66.80,21.50,6.60,24.80
22/2/18-2:54:41,847,421,462,67.30,21.50,6.00,21.40
22/2/18-2:55:42,847,419,462,68.90,21.50,6.00,20.90
22/2/18-2:56:43,847,421,461,68.80,21.50,5.20,20.70
22/2/18-2:57:44,847,418,459,67.70,21.50,5.80,15.60
22/2/18-2:58:45,847,420,460,66.90,21.50,6.10,21.20
22/2/18-2:59:46,847,421,460,68.50,21.50,5.80,19.90
22/2/18-3:0:47,847,415,455,66.80,21.40,5.20,14.20
22/2/18-3:1:48,847,415,451,66.10,21.40,5.40,17.20
22/2/18-3:2:49,847,416,453,67.90,21.40,5.00,17.30
22/2/18-3:3:50,848,412,454,69.10,21.40,5.00,10.90
22/2/18-3:4:50,847,416,454,68.00,21.40,4.50,15.50
22/2/18-3:5:51,847,421,455,68.80,21.40,4.10,14.50
22/2/18-3:6:52,848,417,455,69.80,21.40,4.40,18.50
22/2/18-3:7:53,847,409,450,69.00,21.40,4.20,16.10
22/2/18-3:8:54,848,413,461,67.80,21.40,3.80,10.50
22/2/18-3:9:55,847,416,458,67.30,21.40,4.00,12.50
22/2/18-3:10:56,847,404,447,67.00,21.40,3.90,12.30
22/2/18-3:11:57,847,407,449,67.10,21.40,3.40,10.00
22/2/18-3:12:58,847,403,445,66.50,21.40,3.70,13.10
22/2/18-3:13:59,847,404,449,66.60,21.40,3.50,16.50
22/2/18-3:15:0,846,402,448,65.40,21.40,3.60,9.70
22/2/18-3:16:1,847,403,450,66.40,21.40,3.50,14.20
22/2/18-3:17:2,847,401,443,66.00,21.40,3.80,7.40
22/2/18-3:18:3,847,402,444,65.50,21.40,3.70,13.40
22/2/18-3:19:4,847,406,441,66.40,21.40,3.80,11.40
22/2/18-3:20:5,847,399,441,65.90,21.40,3.80,14.40
22/2/18-3:21:6,847,402,443,66.00,21.40,3.30,11.90
22/2/18-3:22:7,847,406,443,66.00,21.40,3.60,13.10
22/2/18-3:23:8,848,406,447,66.90,21.40,3.50,12.50
22/2/18-3:24:9,847,400,441,67.20,21.40,3.60,11.10
22/2/18-3:25:10,847,399,440,66.90,21.40,3.90,14.30
22/2/18-3:26:11,847,402,440,67.20,21.40,3.80,11.10
22/2/18-3:27:12,847,405,440,66.70,21.40,3.70,13.70
22/2/18-3:28:13,848,403,443,65.60,21.30,3.40,13.30
22/2/18-3:29:14,847,408,450,67.40,21.30,3.30,13.40
22/2/18-3:30:15,847,399,441,67.10,21.40,3.80,10.80
22/2/18-3:31:16,847,404,444,62.10,21.40,3.50,13.50
22/2/18-3:32:17,847,401,438,64.90,21.40,3.40,9.40
22/2/18-3:33:18,847,401,438,64.30,21.30,3.20,11.40
22/2/18-3:34:19,847,399,439,65.00,21.30,3.50,13.40
22/2/18-3:35:20,847,406,446,65.10,21.30,3.40,9.50
22/2/18-3:36:21,847,399,439,65.30,21.30,3.40,7.40
22/2/18-3:37:22,847,398,440,65.30,21.30,3.20,12.60
22/2/18-3:38:23,847,405,446,66.40,21.30,3.70,10.40
22/2/18-3:39:24,847,403,440,65.80,21.30,3.70,12.90
22/2/18-3:40:25,847,398,439,65.80,21.30,3.10,14.70
22/2/18-3:41:26,847,397,442,65.30,21.30,2.80,9.00
22/2/18-3:42:27,847,398,445,64.00,21.30,3.30,7.00
22/2/18-3:43:28,848,389,438,65.40,21.30,3.40,10.10
22/2/18-3:44:29,847,387,438,64.90,21.20,3.10,8.70
22/2/18-3:45:30,847,385,438,65.30,21.30,2.90,12.20
22/2/18-3:46:31,847,391,439,64.60,21.30,3.30,11.80
22/2/18-3:47:32,847,392,440,65.00,21.20,2.60,8.20
22/2/18-3:48:33,847,400,444,65.80,21.30,3.40,9.70
22/2/18-3:49:34,847,396,443,65.40,21.30,3.40,10.50
22/2/18-3:50:35,847,391,439,63.80,21.20,3.10,11.00
22/2/18-3:51:35,847,384,435,65.10,21.20,3.70,10.80
22/2/18-3:52:36,847,390,440,65.30,21.30,3.00,9.00
22/2/18-3:53:37,847,387,438,65.10,21.30,2.90,9.30
22/2/18-3:54:38,847,384,437,64.70,21.20,2.90,12.40
22/2/18-3:55:39,847,383,444,65.50,21.20,2.90,10.10
22/2/18-3:56:40,847,384,445,62.50,21.20,3.20,11.10
22/2/18-3:57:41,847,377,432,63.70,21.20,2.70,9.90
22/2/18-3:58:42,847,372,433,64.10,21.20,2.90,9.20
22/2/18-3:59:43,847,375,440,63.90,21.20,2.80,9.30
22/2/18-4:0:44,848,374,434,63.80,21.20,2.90,6.70
22/2/18-4:1:45,847,374,434,63.10,21.20,2.70,9.50
22/2/18-4:2:46,847,381,437,61.90,21.20,2.90,11.10
22/2/18-4:3:47,847,383,441,64.40,21.20,2.80,7.40
22/2/18-4:4:48,847,386,443,64.90,21.20,2.50,10.80
22/2/18-4:5:49,847,382,434,64.20,21.20,2.70,9.30
22/2/18-4:6:50,847,378,435,64.20,21.20,2.30,6.30
22/2/18-4:7:51,848,372,431,64.80,21.20,3.10,10.60
22/2/18-4:8:52,847,375,436,64.60,21.10,2.70,8.30
22/2/18-4:9:53,847,389,456,63.80,21.10,2.60,7.10
22/2/18-4:10:54,847,388,442,63.90,21.10,2.30,6.80
22/2/18-4:11:55,847,380,434,64.40,21.10,2.60,10.70
22/2/18-4:12:56,847,371,434,63.50,21.20,2.60,6.30
22/2/18-4:13:57,847,372,435,63.00,21.20,2.20,7.20
22/2/18-4:14:58,847,377,434,66.40,21.10,2.90,7.90
22/2/18-4:15:59,847,382,436,66.80,21.10,2.80,10.00
22/2/18-4:17:0,847,385,434,66.50,21.10,3.30,11.30
22/2/18-4:18:1,847,380,433,66.80,21.10,2.60,7.80
22/2/18-4:19:2,848,373,430,65.60,21.10,2.90,12.20
22/2/18-4:20:3,847,379,432,66.00,21.10,2.30,6.20
22/2/18-4:21:4,847,378,433,65.90,21.10,3.20,14.60
22/2/18-4:22:5,846,385,441,65.50,21.10,2.20,6.10
22/2/18-4:23:6,847,397,440,65.80,21.00,2.80,8.70
22/2/18-4:24:7,847,387,435,66.60,21.10,2.80,8.30
22/2/18-4:25:8,847,399,438,64.80,21.00,2.40,6.50
22/2/18-4:26:9,847,393,434,64.80,21.10,2.70,12.50
22/2/18-4:27:10,847,393,439,66.00,21.00,2.70,9.90
22/2/18-4:28:11,847,384,432,65.20,21.00,2.50,7.80
22/2/18-4:29:12,847,391,436,64.50,21.00,2.60,8.00
22/2/18-4:30:13,847,396,431,65.70,20.90,2.40,7.20
22/2/18-4:31:14,847,380,428,64.20,21.00,2.50,7.10
22/2/18-4:32:15,847,377,430,66.20,20.90,2.20,6.70
22/2/18-4:33:16,847,391,436,65.50,20.90,2.50,7.90
22/2/18-4:34:17,848,384,433,65.20,20.90,2.70,5.80
22/2/18-4:35:18,847,381,433,64.30,20.90,2.80,9.50
22/2/18-4:36:19,847,377,432,65.70,20.90,2.20,7.60
22/2/18-4:37:19,847,372,427,65.20,20.90,2.70,7.40
22/2/18-4:38:20,847,383,439,66.50,20.80,2.20,7.60
22/2/18-4:39:21,847,398,443,65.70,20.80,2.40,5.50
22/2/18-4:40:22,847,385,432,65.80,20.90,1.80,4.80
22/2/18-4:41:23,847,385,436,65.60,20.80,2.60,12.70
22/2/18-4:42:24,848,377,430,66.90,20.80,2.60,10.80
22/2/18-4:43:25,847,371,427,66.30,20.80,2.50,5.20
22/2/18-4:44:26,849,370,434,65.60,20.80,1.90,7.30
22/2/18-4:45:27,847,383,439,65.30,20.80,2.10,8.10
22/2/18-4:46:28,848,370,431,66.10,20.80,2.70,11.50
22/2/18-4:47:29,847,385,433,66.20,20.80,2.60,6.60
22/2/18-4:48:30,848,372,432,66.00,20.80,2.40,7.70
22/2/18-4:49:31,847,383,440,66.10,20.70,2.60,5.20
22/2/18-4:50:32,847,376,432,65.00,20.80,2.70,9.60
22/2/18-4:51:33,847,382,437,67.80,20.80,2.70,8.20
22/2/18-4:52:34,848,391,440,66.20,20.80,2.70,8.30
22/2/18-4:53:35,848,384,436,68.20,20.80,2.10,6.20
22/2/18-4:54:36,847,384,436,65.80,20.80,2.90,7.30
22/2/18-4:55:37,847,381,434,66.60,20.80,2.50,8.20
22/2/18-4:56:38,847,379,433,66.20,20.80,2.50,7.40
22/2/18-4:57:39,847,376,429,67.20,20.80,2.40,7.20
22/2/18-4:58:40,847,375,429,66.00,20.70,2.00,5.60
22/2/18-4:59:41,847,368,433,66.40,20.70,2.10,6.00
22/2/18-5:0:42,848,361,430,66.20,20.70,2.00,6.30
22/2/18-5:1:43,848,357,424,65.50,20.60,2.10,8.10
22/2/18-5:2:44,847,368,429,64.60,20.60,1.90,5.00
22/2/18-5:3:45,847,371,428,67.70,20.60,2.40,8.70
22/2/18-5:4:46,847,385,435,64.50,20.60,2.60,10.70
22/2/18-5:5:47,848,387,439,66.40,20.60,2.40,10.90
22/2/18-5:6:48,847,385,430,66.20,20.60,2.40,10.70
22/2/18-5:7:49,847,377,435,66.60,20.70,2.70,9.60
22/2/18-5:8:50,847,398,450,66.20,20.70,2.60,12.90
22/2/18-5:9:51,847,382,431,67.00,20.70,2.30,10.60
22/2/18-5:10:52,847,383,438,65.10,20.70,1.60,8.50
22/2/18-5:11:53,848,370,427,66.70,20.70,2.20,6.50
22/2/18-5:12:54,847,383,435,65.00,20.60,2.60,10.80
22/2/18-5:13:55,848,382,441,64.40,20.60,2.20,6.90
22/2/18-5:14:56,847,386,431,66.50,20.60,2.00,7.20
22/2/18-5:15:57,847,390,437,65.80,20.60,2.50,7.90
22/2/18-5:16:58,848,392,434,63.70,20.60,2.00,6.90
22/2/18-5:17:59,847,376,429,65.90,20.70,2.50,11.40
22/2/18-5:19:0,847,368,428,63.90,20.60,1.90,5.30
22/2/18-5:20:1,847,365,437,64.40,20.60,1.70,6.70
22/2/18-5:21:2,847,377,449,65.00,20.60,2.00,5.60
22/2/18-5:22:3,847,372,429,64.20,20.60,2.20,6.10
22/2/18-5:23:3,847,382,440,64.70,20.60,2.00,7.30
22/2/18-5:24:4,848,372,430,65.20,20.60,2.30,6.70
22/2/18-5:25:5,847,371,429,65.30,20.60,1.90,5.20
22/2/18-5:26:6,847,365,426,64.30,20.60,2.30,15.30
22/2/18-5:27:7,847,373,434,65.20,20.50,2.30,9.40
22/2/18-5:28:8,848,374,432,65.40,20.50,2.10,7.50
22/2/18-5:29:9,847,362,427,64.80,20.50,1.80,4.20
22/2/18-5:30:10,847,350,425,66.60,20.50,2.10,7.10
22/2/18-5:31:11,848,340,426,65.00,20.50,2.40,10.30
22/2/18-5:32:12,848,339,425,65.80,20.40,2.00,8.90
22/2/18-5:33:13,847,342,425,66.60,20.40,1.80,5.00
22/2/18-5:34:14,847,340,423,64.50,20.40,2.90,13.00
22/2/18-5:35:15,847,342,424,64.80,20.40,2.40,11.40
22/2/18-5:36:16,847,341,422,65.10,20.40,2.80,14.80
22/2/18-5:37:17,848,344,424,65.60,20.30,2.50,11.70
22/2/18-5:38:18,847,336,422,67.10,20.30,2.50,9.70
22/2/18-5:39:19,848,329,422,65.10,20.30,2.00,9.60
22/2/18-5:40:20,847,328,422,63.70,20.30,2.20,13.40
22/2/18-5:41:21,847,330,423,64.20,20.20,2.60,8.00
22/2/18-5:42:22,847,338,424,64.80,20.20,2.50,11.20
22/2/18-5:43:23,847,348,430,64.60,20.20,2.70,10.50
22/2/18-5:44:24,848,348,426,66.90,20.30,2.20,7.50
22/2/18-5:45:25,847,352,429,65.70,20.20,2.20,7.50
22/2/18-5:46:26,848,352,427,65.30,20.20,2.30,8.20
22/2/18-5:47:27,847,355,428,65.70,20.30,2.70,7.70
22/2/18-5:48:28,847,355,427,65.50,20.20,1.90,6.80
22/2/18-5:49:29,848,360,431,66.10,20.20,2.00,8.70
22/2/18-5:50:30,848,367,432,66.00,20.20,2.30,8.30
22/2/18-5:51:31,848,370,433,66.20,20.30,2.20,9.90
22/2/18-5:52:32,847,374,437,66.50,20.30,1.90,8.40
22/2/18-5:53:33,847,381,430,66.30,20.20,2.20,8.70
22/2/18-5:54:34,847,378,431,64.60,20.30,1.80,8.10
22/2/18-5:55:35,847,378,434,66.00,20.30,1.90,5.00
22/2/18-5:56:36,847,371,432,64.10,20.30,2.20,8.80
22/2/18-5:57:37,848,358,429,64.90,20.30,2.20,4.50
22/2/18-5:58:38,847,348,425,66.90,20.30,2.00,6.90
22/2/18-5:59:39,847,348,427,66.60,20.20,1.70,5.40
22/2/18-6:0:40,847,352,429,66.00,20.20,1.40,3.30
22/2/18-6:1:41,847,335,422,66.60,20.20,2.30,7.90
22/2/18-6:2:42,847,337,428,65.90,20.20,2.00,6.80
22/2/18-6:3:43,847,340,429,66.00,20.10,1.80,4.00
22/2/18-6:4:44,847,352,437,67.40,20.10,2.20,6.70
22/2/18-6:5:45,847,355,435,65.70,20.20,1.80,4.90
22/2/18-6:6:46,847,361,430,65.40,20.20,1.90,6.70
22/2/18-6:7:47,848,360,437,64.60,20.20,1.70,7.00
22/2/18-6:8:47,847,348,426,64.70,20.20,1.70,4.80
22/2/18-6:9:48,848,359,430,64.90,20.20,2.20,9.00
22/2/18-6:10:49,847,351,424,63.00,20.30,2.00,7.00
22/2/18-6:11:50,847,340,424,63.50,20.30,1.70,7.00
22/2/18-6:12:51,849,332,425,64.40,20.30,1.60,4.70
22/2/18-6:13:52,847,331,432,63.90,20.30,1.70,6.70
22/2/18-6:14:53,847,348,442,64.10,20.30,1.90,6.30
22/2/18-6:15:54,847,351,437,62.50,20.30,1.60,8.20
22/2/18-6:16:55,847,354,428,63.20,20.30,1.80,9.80
22/2/18-6:17:56,847,370,461,63.90,20.30,1.50,3.70
22/2/18-6:18:57,847,363,432,63.00,20.40,1.90,11.40
22/2/18-6:19:58,848,360,436,61.60,20.40,2.00,4.60
22/2/18-6:20:59,847,351,433,62.00,20.40,2.00,7.30
22/2/18-6:22:0,848,351,446,61.30,20.50,1.60,6.30
22/2/18-6:23:1,848,351,443,60.60,20.50,1.90,4.10
22/2/18-6:24:2,847,362,440,60.80,20.50,2.10,4.90
22/2/18-6:25:3,847,374,436,60.90,20.50,2.10,8.60
22/2/18-6:26:4,847,365,441,62.30,20.50,2.60,5.30
22/2/18-6:27:5,849,350,430,60.20,20.60,2.30,14.20
22/2/18-6:28:6,848,363,444,60.70,20.60,2.30,6.50
22/2/18-6:29:7,848,379,467,62.10,20.60,2.60,14.60
22/2/18-6:30:8,847,382,450,60.50,20.60,1.90,5.70
22/2/18-6:31:9,848,365,441,61.50,20.70,2.20,6.70
22/2/18-6:32:10,848,384,458,61.40,20.70,2.10,7.60
22/2/18-6:33:11,847,384,437,61.50,20.70,2.50,12.70
22/2/18-6:34:12,847,374,456,61.00,20.80,2.70,9.30
22/2/18-6:35:13,847,381,449,61.40,20.80,3.10,9.20
22/2/18-6:36:14,847,390,448,61.00,20.80,3.90,13.50
22/2/18-6:37:15,848,407,474,60.20,20.80,3.10,7.90
22/2/18-6:38:16,847,393,450,60.50,20.80,3.50,9.90
22/2/18-6:39:17,847,389,447,59.70,20.80,3.70,11.40
22/2/18-6:40:18,848,382,442,63.30,20.90,3.10,10.50
22/2/18-6:41:19,847,382,443,60.50,20.90,3.10,5.50
22/2/18-6:42:20,847,382,469,62.60,20.90,3.30,5.80
22/2/18-6:43:21,847,371,455,60.90,20.90,3.70,13.20
22/2/18-6:44:22,847,364,444,59.40,20.90,3.50,7.60
22/2/18-6:45:23,847,365,450,60.40,20.80,3.50,11.10
22/2/18-6:46:24,847,382,458,61.20,20.90,3.40,9.10
22/2/18-6:47:25,847,380,448,61.50,20.90,3.80,8.80
22/2/18-6:48:26,847,374,450,60.90,20.90,3.60,12.30
22/2/18-6:49:27,847,374,459,58.90,21.00,3.70,10.20
22/2/18-6:50:28,847,366,448,59.50,21.00,3.40,8.20
22/2/18-6:51:29,847,375,451,60.00,20.90,3.60,11.20
22/2/18-6:52:30,847,377,474,59.90,21.00,3.30,8.20
22/2/18-6:53:30,847,375,450,59.90,21.00,3.30,6.60
22/2/18-6:54:31,847,373,455,60.30,21.00,3.60,14.10
22/2/18-6:55:32,848,373,478,61.20,21.00,3.80,13.90
