Hora,O3,NO2,CO,Humedad,Temperatura,P25,P10
25/2/18-1:10:1,847,366,440,79.30,18.50,8.10,10.40
25/2/18-1:11:2,848,369,442,79.50,18.50,8.20,11.90
25/2/18-1:12:3,847,369,438,79.60,18.50,7.50,9.90
25/2/18-1:13:4,848,362,438,79.80,18.50,8.30,11.40
25/2/18-1:14:5,847,375,449,79.50,18.50,8.10,10.40
25/2/18-1:15:6,847,371,440,80.60,18.50,7.10,8.20
25/2/18-1:16:7,848,379,443,80.30,18.40,8.60,10.20
25/2/18-1:17:8,848,368,436,78.90,18.40,7.80,11.90
25/2/18-1:18:9,848,367,438,79.60,18.40,7.90,9.80
25/2/18-1:19:10,848,369,438,79.80,18.40,7.40,8.30
25/2/18-1:20:11,847,373,437,79.90,18.40,7.70,12.60
25/2/18-1:21:12,847,369,439,79.80,18.30,7.70,9.50
25/2/18-1:22:13,847,369,435,80.10,18.30,8.00,11.10
25/2/18-1:23:14,847,369,437,81.70,18.30,7.20,8.60
25/2/18-1:24:15,848,369,435,80.50,18.30,7.90,10.80
25/2/18-1:25:16,847,370,435,83.70,18.30,7.10,10.50
25/2/18-1:26:17,848,365,435,83.00,18.30,7.00,9.90
25/2/18-1:27:18,847,365,432,81.60,18.30,7.00,9.60
25/2/18-1:28:19,847,362,434,82.00,18.20,7.20,9.80
25/2/18-1:29:20,848,352,432,79.80,18.20,7.10,9.90
25/2/18-1:30:21,847,360,432,79.10,18.20,7.00,9.90
25/2/18-1:31:22,848,364,435,79.70,18.20,6.70,7.90
25/2/18-1:32:23,848,363,435,81.60,18.20,6.50,9.90
25/2/18-1:33:24,848,360,431,80.20,18.20,7.50,11.90
25/2/18-1:34:25,847,365,435,80.10,18.10,7.50,11.20
25/2/18-1:35:26,847,370,442,79.30,18.10,6.40,8.50
25/2/18-1:36:27,848,363,432,79.80,18.10,6.60,8.10
25/2/18-1:37:28,848,364,433,81.90,18.10,6.70,7.40
25/2/18-1:38:29,848,359,432,81.70,18.20,6.10,6.90
25/2/18-1:39:30,848,358,432,82.60,18.10,6.70,10.40
25/2/18-1:40:31,848,356,430,81.90,18.10,6.90,9.70
25/2/18-1:41:32,848,357,426,80.40,18.10,6.30,8.70
25/2/18-1:42:33,847,362,438,80.90,18.00,6.70,9.30
25/2/18-1:43:34,847,361,430,82.10,18.00,6.70,10.10
25/2/18-1:44:35,848,358,432,82.30,18.00,6.50,10.20
25/2/18-1:45:36,849,358,428,83.20,18.00,6.30,8.80
25/2/18-1:46:37,848,354,431,81.10,18.00,6.30,6.90
25/2/18-1:47:38,848,357,429,81.40,17.90,6.50,8.80
25/2/18-1:48:38,847,362,431,80.10,17.90,6.60,7.70
25/2/18-1:49:39,848,365,435,80.30,17.80,6.90,9.70
25/2/18-1:50:40,848,361,433,80.40,17.80,6.40,8.20
25/2/18-1:51:41,848,362,432,79.90,17.80,6.60,18.40
25/2/18-1:52:42,848,359,430,79.70,17.80,6.40,11.70
25/2/18-1:53:43,848,358,431,82.60,17.80,6.60,10.20
25/2/18-1:54:44,848,361,431,80.40,17.80,6.30,10.40
25/2/18-1:55:45,848,359,430,79.40,17.70,6.50,11.10
25/2/18-1:56:46,848,358,432,80.40,17.80,6.70,8.60
25/2/18-1:57:47,849,362,436,81.50,17.70,6.40,8.90
25/2/18-1:58:48,848,362,434,80.80,17.70,6.30,10.90
25/2/18-1:59:49,849,367,441,82.20,17.70,6.20,8.20
25/2/18-2:0:50,847,369,438,80.90,17.70,6.20,6.90
25/2/18-2:1:51,851,371,436,81.10,17.70,6.50,9.30
25/2/18-2:2:52,847,367,436,80.50,17.70,6.20,8.60
25/2/18-2:3:53,848,367,440,80.60,17.70,6.40,8.70
25/2/18-2:4:54,848,361,436,81.20,17.70,7.70,12.90
25/2/18-2:5:55,848,366,435,82.30,17.70,6.30,9.70
25/2/18-2:6:56,849,367,439,82.20,17.60,6.30,9.60
25/2/18-2:7:57,848,367,435,80.50,17.60,6.50,9.40
25/2/18-2:8:58,848,364,434,78.00,17.60,6.90,10.70
25/2/18-2:9:59,848,365,435,81.80,17.60,6.50,9.60
25/2/18-2:11:0,848,365,436,81.40,17.60,6.70,11.70
25/2/18-2:12:1,848,369,442,82.30,17.60,6.80,10.10
25/2/18-2:13:2,848,364,433,81.30,17.60,6.50,8.50
25/2/18-2:14:3,852,366,435,80.90,17.60,6.40,8.10
25/2/18-2:15:4,848,362,435,80.80,17.50,6.80,9.60
25/2/18-2:16:5,848,364,438,81.50,17.50,6.80,11.50
25/2/18-2:17:6,848,365,438,81.40,17.50,6.50,8.30
25/2/18-2:18:7,848,368,439,81.80,17.50,6.50,9.60
25/2/18-2:19:8,848,365,439,80.80,17.50,6.50,11.40
25/2/18-2:20:9,848,362,434,80.80,17.50,6.80,10.10
25/2/18-2:21:10,848,358,433,81.50,17.40,6.80,7.50
25/2/18-2:22:11,848,356,429,81.50,17.40,6.30,7.80
25/2/18-2:23:12,847,355,433,83.20,17.40,6.30,7.60
25/2/18-2:24:13,848,353,432,82.20,17.40,7.00,8.10
25/2/18-2:25:14,848,351,430,83.10,17.40,6.60,13.90
25/2/18-2:26:15,847,357,432,83.50,17.30,6.60,9.00
25/2/18-2:27:16,848,355,430,83.70,17.30,6.80,9.10
25/2/18-2:28:17,848,357,431,82.80,17.30,6.10,9.80
25/2/18-2:29:18,847,360,435,82.00,17.20,6.30,7.00
25/2/18-2:30:19,848,357,433,80.50,17.20,6.70,9.40
25/2/18-2:31:19,849,360,437,82.70,17.30,7.00,9.30
25/2/18-2:32:20,848,357,435,83.40,17.20,6.60,9.90
25/2/18-2:33:21,848,358,438,83.10,17.20,6.70,9.80
25/2/18-2:34:22,848,356,437,84.90,17.20,7.30,12.90
25/2/18-2:35:23,848,355,438,84.20,17.20,7.20,9.80
25/2/18-2:36:24,848,361,439,84.60,17.20,7.70,14.20
25/2/18-2:37:25,852,363,429,81.60,17.20,7.70,9.90
25/2/18-2:38:26,848,356,438,81.50,17.20,6.70,9.30
25/2/18-2:39:27,848,362,441,83.90,17.20,6.90,9.20
25/2/18-2:40:28,849,357,439,81.90,17.20,7.10,8.00
25/2/18-2:41:29,852,360,438,82.30,17.20,7.00,10.50
25/2/18-2:42:30,853,363,433,83.20,17.20,7.50,10.10
25/2/18-2:43:31,850,357,441,83.00,17.10,7.30,8.90
25/2/18-2:44:32,854,361,434,84.00,17.20,7.90,11.40
25/2/18-2:45:33,849,356,439,82.60,17.10,7.50,14.80
25/2/18-2:46:34,854,361,426,82.00,17.10,7.60,10.40
25/2/18-2:47:35,854,361,424,83.70,17.10,7.10,11.40
25/2/18-2:48:36,850,353,449,82.50,17.10,7.70,11.70
25/2/18-2:49:37,848,361,446,83.90,17.10,7.40,12.90
25/2/18-2:50:38,849,358,443,83.50,17.10,7.90,9.70
25/2/18-2:51:39,848,359,444,83.50,17.10,7.50,11.30
25/2/18-2:52:40,848,357,442,83.00,17.10,7.80,10.70
25/2/18-2:53:41,848,355,442,83.60,17.10,7.80,10.50
25/2/18-2:54:42,848,358,443,83.60,17.10,7.10,9.80
25/2/18-2:55:43,848,360,444,82.70,17.10,7.20,11.90
25/2/18-2:56:44,849,361,443,83.50,17.10,7.80,10.20
25/2/18-2:57:45,848,362,443,82.80,17.10,7.80,10.70
25/2/18-2:58:46,848,358,442,81.80,17.10,8.20,15.90
25/2/18-2:59:47,848,361,444,82.90,17.10,7.80,12.90
25/2/18-3:0:48,848,358,443,80.80,17.10,7.10,11.50
25/2/18-3:1:49,848,361,441,81.30,17.00,7.70,10.90
25/2/18-3:2:50,848,363,445,81.10,17.10,7.70,16.20
25/2/18-3:3:51,848,366,446,82.50,17.00,7.70,9.30
25/2/18-3:4:52,849,363,444,81.60,17.00,7.70,8.60
25/2/18-3:5:53,848,364,446,81.00,17.10,8.90,14.60
25/2/18-3:6:54,848,364,444,79.20,17.10,7.70,10.80
25/2/18-3:7:55,848,361,445,81.00,17.10,7.40,10.90
25/2/18-3:8:56,849,358,443,81.00,17.10,7.00,9.00
25/2/18-3:9:57,848,361,444,82.10,17.10,7.30,9.70
25/2/18-3:10:58,848,366,446,80.80,17.10,7.60,10.20
25/2/18-3:11:59,849,357,441,82.20,17.10,7.80,9.90
25/2/18-3:12:59,849,363,453,80.50,17.10,7.70,12.40
25/2/18-3:14:0,849,369,459,80.00,17.10,7.80,14.40
25/2/18-3:15:1,849,364,450,79.80,17.10,6.90,8.00
25/2/18-3:16:2,849,364,446,79.90,17.20,7.30,9.30
25/2/18-3:17:3,849,360,442,79.90,17.20,7.50,9.60
25/2/18-3:18:4,848,362,444,80.10,17.20,7.60,10.50
25/2/18-3:19:5,849,360,444,80.30,17.20,7.20,9.50
25/2/18-3:20:6,849,366,445,80.10,17.20,6.70,9.40
25/2/18-3:21:7,848,363,441,80.00,17.20,7.30,11.50
25/2/18-3:22:8,848,364,443,82.80,17.20,7.60,11.80
25/2/18-3:23:9,848,362,443,81.40,17.20,7.10,9.30
25/2/18-3:24:10,849,362,441,81.30,17.20,7.70,9.50
25/2/18-3:25:11,848,362,443,80.90,17.20,7.40,11.30
25/2/18-3:26:12,848,361,439,82.10,17.20,6.80,8.20
25/2/18-3:27:13,849,362,437,82.00,17.10,7.80,10.30
25/2/18-3:28:14,849,365,444,81.50,17.10,7.00,8.80
25/2/18-3:29:15,848,362,438,81.50,17.20,7.00,9.20
25/2/18-3:30:16,848,356,431,81.40,17.20,7.00,9.50
25/2/18-3:31:17,848,353,431,80.60,17.10,6.10,7.20
25/2/18-3:32:18,848,357,435,82.20,17.10,6.10,9.00
25/2/18-3:33:19,849,354,433,80.80,17.10,6.70,10.90
25/2/18-3:34:20,849,354,432,81.10,17.10,6.70,10.20
25/2/18-3:35:21,848,352,430,81.50,17.10,6.80,8.80
25/2/18-3:36:22,848,353,431,80.70,17.10,6.50,7.90
25/2/18-3:37:23,849,348,429,80.30,17.10,6.70,10.40
25/2/18-3:38:24,848,354,431,80.10,17.10,6.60,10.40
25/2/18-3:39:25,848,351,430,80.30,17.00,6.00,6.90
25/2/18-3:40:26,848,353,431,80.40,17.00,6.20,8.30
25/2/18-3:41:27,848,350,427,79.20,17.00,6.10,6.70
25/2/18-3:42:28,848,348,424,78.60,17.00,6.10,7.80
25/2/18-3:43:29,848,347,426,80.80,17.00,6.10,7.00
25/2/18-3:44:30,848,352,433,79.80,17.10,6.20,8.10
25/2/18-3:45:31,848,341,423,81.20,17.00,6.20,8.10
25/2/18-3:46:32,848,342,433,79.80,17.00,6.60,7.50
25/2/18-3:47:33,848,355,433,82.50,17.00,5.90,6.60
25/2/18-3:48:34,849,350,427,82.00,17.00,6.30,8.10
25/2/18-3:49:35,848,347,425,81.50,17.00,5.90,8.10
25/2/18-3:50:36,849,350,432,79.70,17.00,6.10,9.50
25/2/18-3:51:37,848,349,427,80.90,17.00,5.70,6.60
25/2/18-3:52:38,848,346,427,81.70,17.00,6.30,9.70
25/2/18-3:53:39,848,347,431,80.80,17.00,6.30,7.00
25/2/18-3:54:39,848,335,421,80.20,17.00,6.20,7.40
25/2/18-3:55:40,848,337,423,80.60,17.00,6.00,8.00
25/2/18-3:56:41,849,341,427,80.30,17.00,6.40,9.00
25/2/18-3:57:42,849,335,421,80.00,17.10,5.60,8.80
25/2/18-3:58:43,849,337,423,80.20,17.00,6.10,10.50
25/2/18-3:59:44,848,342,426,80.70,17.00,6.20,8.30
25/2/18-4:0:45,848,343,425,80.00,17.10,6.20,6.90
25/2/18-4:1:46,848,345,427,78.60,17.00,5.80,8.00
25/2/18-4:2:47,848,342,426,80.10,17.00,6.40,9.80
25/2/18-4:3:48,848,341,423,79.80,17.00,6.40,7.70
25/2/18-4:4:49,848,342,423,79.00,17.00,5.70,7.70
25/2/18-4:5:50,848,336,421,78.30,17.00,5.60,6.90
25/2/18-4:6:51,849,333,420,79.60,17.00,6.60,9.00
25/2/18-4:7:52,849,327,424,79.10,17.00,6.20,6.90
25/2/18-4:8:53,848,336,424,79.10,17.00,6.00,9.20
25/2/18-4:9:54,852,340,416,78.50,17.00,6.10,7.20
25/2/18-4:10:55,847,342,424,79.60,17.00,6.10,8.70
25/2/18-4:11:56,851,342,419,79.50,17.00,5.70,6.50
25/2/18-4:12:57,847,347,429,78.90,17.00,6.00,7.80
25/2/18-4:13:58,847,354,430,79.80,17.00,6.20,6.80
25/2/18-4:14:59,847,346,425,80.20,17.00,6.70,9.30
25/2/18-4:16:0,847,348,430,81.00,17.00,6.30,7.00
25/2/18-4:17:1,847,347,426,80.70,17.00,5.90,7.50
25/2/18-4:18:2,847,344,426,79.80,17.00,6.30,7.90
25/2/18-4:19:3,848,347,426,80.40,17.00,6.00,6.70
25/2/18-4:20:4,847,350,425,80.70,17.00,6.40,7.60
25/2/18-4:21:5,847,351,425,81.60,17.00,6.00,6.70
25/2/18-4:22:6,847,354,427,79.60,17.00,6.00,6.70
25/2/18-4:23:7,847,346,425,78.80,17.00,6.20,8.50
25/2/18-4:24:8,847,350,428,78.90,16.90,5.50,6.10
25/2/18-4:25:9,847,351,427,80.70,16.90,6.50,8.70
25/2/18-4:26:10,847,351,432,79.30,16.90,6.40,7.30
25/2/18-4:27:11,847,350,426,80.40,16.90,6.30,7.20
25/2/18-4:28:12,847,350,427,80.80,16.90,6.50,9.10
25/2/18-4:29:13,847,343,426,79.60,16.90,5.80,7.40
25/2/18-4:30:14,847,344,425,79.00,16.90,6.00,8.80
25/2/18-4:31:15,847,344,426,81.10,16.90,6.80,7.50
25/2/18-4:32:16,847,345,430,80.40,16.90,6.40,8.80
25/2/18-4:33:17,847,341,423,80.90,16.90,6.30,7.90
25/2/18-4:34:18,847,344,427,81.00,16.90,6.20,6.90
25/2/18-4:35:18,847,338,424,80.20,16.90,7.00,7.70
25/2/18-4:36:19,847,333,423,79.70,16.90,6.80,7.60
25/2/18-4:37:20,847,338,428,80.90,16.90,6.30,7.60
25/2/18-4:38:21,847,326,424,80.90,16.90,6.10,8.90
25/2/18-4:39:22,847,329,421,79.70,16.90,6.20,6.90
25/2/18-4:40:23,847,332,428,80.30,16.80,6.70,7.80
25/2/18-4:41:24,847,328,420,80.20,16.80,6.30,8.30
25/2/18-4:42:25,847,333,424,80.30,16.80,6.90,8.10
25/2/18-4:43:26,847,332,427,80.80,16.80,6.60,7.30
25/2/18-4:44:27,847,329,420,81.00,16.80,6.90,7.70
25/2/18-4:45:28,847,326,423,80.50,16.80,6.50,7.20
25/2/18-4:46:29,847,324,422,80.60,16.80,6.60,10.60
25/2/18-4:47:30,847,323,418,80.40,16.80,6.10,10.30
25/2/18-4:48:31,847,324,420,80.20,16.80,6.40,7.10
25/2/18-4:49:32,847,319,421,81.00,16.80,6.20,7.10
25/2/18-4:50:33,847,322,420,81.10,16.70,6.50,7.50
25/2/18-4:51:34,847,319,421,81.30,16.70,6.70,7.40
25/2/18-4:52:35,847,314,418,81.10,16.70,6.30,6.90
25/2/18-4:53:36,847,319,421,80.70,16.70,6.30,7.00
25/2/18-4:54:37,848,320,421,81.80,16.70,6.60,7.20
25/2/18-4:55:38,847,314,415,81.10,16.70,6.60,7.70
25/2/18-4:56:39,847,307,416,81.20,16.60,6.00,10.50
25/2/18-4:57:40,847,309,417,81.40,16.70,6.70,7.40
25/2/18-4:58:41,847,305,419,79.90,16.60,6.20,6.90
25/2/18-4:59:42,847,312,418,82.00,16.60,6.20,7.90
25/2/18-5:0:43,846,320,420,81.50,16.60,6.10,6.70
25/2/18-5:1:44,847,332,435,80.30,16.60,6.00,7.10
25/2/18-5:2:45,847,323,418,82.50,16.60,6.50,7.20
25/2/18-5:3:46,847,312,418,82.40,16.60,6.30,10.20
25/2/18-5:4:47,848,316,421,82.10,16.60,6.60,8.30
25/2/18-5:5:48,847,321,420,80.60,16.60,6.00,6.70
25/2/18-5:6:49,847,323,429,83.50,16.60,6.80,7.60
25/2/18-5:7:50,847,323,419,78.10,16.60,6.00,6.70
25/2/18-5:8:51,847,326,423,78.00,16.60,6.70,8.20
25/2/18-5:9:52,847,331,421,79.80,16.60,5.80,6.80
25/2/18-5:10:53,847,324,419,80.00,16.60,6.60,12.80
25/2/18-5:11:54,847,318,418,78.50,16.60,6.00,6.60
25/2/18-5:12:55,847,322,420,81.10,16.60,6.20,9.00
25/2/18-5:13:56,847,318,416,81.10,16.60,6.20,6.90
25/2/18-5:14:57,847,322,420,79.30,16.60,6.80,8.20
25/2/18-5:15:58,847,318,417,81.30,16.60,6.40,7.10
25/2/18-5:16:58,847,318,423,80.70,16.60,6.50,8.60
25/2/18-5:17:59,848,314,419,79.20,16.60,6.70,7.70
25/2/18-5:19:0,847,312,417,79.60,16.60,7.00,9.20
25/2/18-5:20:1,847,309,415,80.90,16.60,6.50,7.30
25/2/18-5:21:2,847,309,415,79.70,16.60,6.30,7.00
25/2/18-5:22:3,847,306,414,79.40,16.60,6.50,7.20
25/2/18-5:23:4,847,311,415,78.80,16.60,6.10,6.80
25/2/18-5:24:5,847,299,414,79.80,16.60,6.00,6.80
25/2/18-5:25:6,847,304,414,81.80,16.60,5.80,6.40
25/2/18-5:26:7,847,308,421,81.70,16.60,6.40,8.30
25/2/18-5:27:8,847,309,419,79.00,16.60,5.60,6.20
25/2/18-5:28:9,847,318,421,80.70,16.60,6.00,6.70
25/2/18-5:29:10,847,319,420,80.50,16.60,5.70,6.20
25/2/18-5:30:11,848,324,426,81.20,16.60,5.30,5.90
25/2/18-5:31:12,848,322,420,80.30,16.60,5.80,6.30
25/2/18-5:32:13,848,328,421,83.80,16.60,5.40,6.70
25/2/18-5:33:14,851,328,414,79.70,16.60,5.10,5.50
25/2/18-5:34:15,848,326,420,80.80,16.60,5.50,6.00
25/2/18-5:35:16,847,323,420,78.30,16.60,5.10,7.50
25/2/18-5:36:17,847,306,415,81.20,16.60,5.30,6.20
25/2/18-5:37:18,847,316,419,79.40,16.60,6.00,6.70
25/2/18-5:38:19,847,312,416,80.00,16.60,6.20,8.50
25/2/18-5:39:20,848,312,415,78.80,16.60,5.70,6.30
25/2/18-5:40:21,847,319,420,79.00,16.60,5.70,6.30
25/2/18-5:41:22,847,325,419,80.70,16.50,5.60,6.20
25/2/18-5:42:23,846,331,424,80.90,16.50,5.70,6.30
25/2/18-5:43:24,847,330,424,81.10,16.60,6.00,6.60
25/2/18-5:44:25,847,328,418,80.50,16.60,5.70,6.80
25/2/18-5:45:26,847,326,418,80.10,16.50,5.40,6.40
25/2/18-5:46:27,848,324,416,80.10,16.50,5.80,6.40
25/2/18-5:47:28,847,320,417,79.80,16.50,5.80,8.80
25/2/18-5:48:29,847,318,416,80.50,16.50,5.80,7.50
25/2/18-5:49:30,847,322,419,80.40,16.50,6.10,10.90
25/2/18-5:50:31,847,319,417,80.80,16.50,5.60,7.30
25/2/18-5:51:32,847,316,415,81.00,16.50,6.20,7.40
25/2/18-5:52:33,847,318,422,81.00,16.50,6.50,10.50
25/2/18-5:53:34,847,322,419,82.20,16.40,5.80,6.40
25/2/18-5:54:35,847,323,421,79.90,16.40,6.30,8.00
25/2/18-5:55:36,847,323,419,80.40,16.40,5.60,6.20
25/2/18-5:56:37,847,324,417,83.00,16.40,6.60,7.40
25/2/18-5:57:37,847,325,420,84.00,16.40,6.40,7.10
25/2/18-5:58:38,848,324,419,81.00,16.40,5.90,6.40
25/2/18-5:59:39,847,323,418,83.20,16.40,5.90,8.20
25/2/18-6:0:40,847,324,418,83.30,16.40,6.10,8.00
25/2/18-6:1:41,847,323,419,82.30,16.30,6.20,9.50
25/2/18-6:2:42,847,322,417,79.60,16.30,5.80,7.10
25/2/18-6:3:43,847,324,419,83.60,16.30,5.80,8.30
25/2/18-6:4:44,847,328,420,83.40,16.30,6.20,7.30
25/2/18-6:5:45,846,321,416,84.10,16.30,6.20,6.90
25/2/18-6:6:46,847,330,420,79.80,16.30,6.10,7.60
25/2/18-6:7:47,848,331,420,83.30,16.30,6.20,7.90
25/2/18-6:8:48,847,330,420,83.30,16.30,6.20,10.20
25/2/18-6:9:49,847,324,418,82.30,16.30,6.10,7.10
25/2/18-6:10:50,847,331,426,84.00,16.20,6.00,7.30
25/2/18-6:11:51,847,333,423,80.60,16.20,7.50,15.20
25/2/18-6:12:52,847,336,420,80.70,16.20,5.80,7.00
25/2/18-6:13:53,847,336,422,82.60,16.20,7.10,9.50
25/2/18-6:14:54,847,336,421,83.30,16.20,6.20,8.70
25/2/18-6:15:55,848,342,426,84.00,16.20,5.90,6.80
25/2/18-6:16:56,848,338,421,83.70,16.30,5.70,7.70
25/2/18-6:17:57,848,334,421,83.30,16.20,5.80,8.20
25/2/18-6:18:58,848,334,421,83.90,16.20,6.40,10.00
25/2/18-6:19:59,848,335,424,83.40,16.20,6.10,6.70
25/2/18-6:21:0,848,340,425,83.50,16.20,6.00,8.50
25/2/18-6:22:1,848,343,425,83.70,16.20,6.10,6.90
25/2/18-6:23:2,848,345,426,84.50,16.20,5.10,5.70
25/2/18-6:24:3,847,348,427,83.20,16.20,5.60,7.20
25/2/18-6:25:4,848,349,427,83.60,16.20,6.00,7.90
25/2/18-6:26:5,848,347,426,83.20,16.20,5.90,6.70
25/2/18-6:27:6,848,345,426,83.80,16.20,6.20,10.80
25/2/18-6:28:7,848,350,429,83.10,16.20,6.40,8.50
25/2/18-6:29:8,848,352,429,84.40,16.20,6.30,8.00
25/2/18-6:30:9,848,347,427,82.40,16.20,5.90,7.20
25/2/18-6:31:10,848,348,431,83.50,16.10,6.10,7.90
25/2/18-6:32:11,847,353,431,83.20,16.20,5.70,7.60
25/2/18-6:33:12,847,351,431,86.80,16.10,6.20,7.20
25/2/18-6:34:13,847,355,432,86.30,16.10,7.00,8.70
25/2/18-6:35:14,848,350,432,84.70,16.10,6.10,8.20
25/2/18-6:36:15,848,352,434,83.70,16.10,6.20,7.40
25/2/18-6:37:16,847,352,431,85.30,16.10,6.30,7.60
25/2/18-6:38:16,847,352,433,83.90,16.10,5.80,9.00
25/2/18-6:39:17,848,346,432,84.90,16.10,6.70,8.10
25/2/18-6:40:18,847,350,431,85.90,16.10,6.10,8.50
25/2/18-6:41:19,847,353,432,85.40,16.10,6.20,10.10
25/2/18-6:42:20,847,351,431,84.30,16.10,5.90,8.90
25/2/18-6:43:21,847,353,432,84.70,16.10,5.90,6.70
25/2/18-6:44:22,847,349,430,85.00,16.10,6.00,9.60
25/2/18-6:45:23,847,350,430,83.80,16.00,5.80,6.40
25/2/18-6:46:24,847,351,431,84.10,16.00,6.40,10.60
25/2/18-6:47:25,847,351,430,84.10,16.00,6.10,9.90
25/2/18-6:48:26,847,356,436,82.90,16.00,5.80,7.90
25/2/18-6:49:27,847,354,432,82.40,16.00,6.00,10.10
25/2/18-6:50:28,847,353,432,86.00,16.00,6.40,8.20
25/2/18-6:51:29,847,355,433,84.70,16.00,6.10,6.90
25/2/18-6:52:30,847,356,433,82.20,15.90,6.00,9.90
25/2/18-6:53:31,847,356,433,82.60,16.00,5.70,9.70
25/2/18-6:54:32,847,356,434,85.50,16.00,6.00,9.40
25/2/18-6:55:33,847,361,436,84.40,16.00,6.50,13.60
