FECHA     HORA  TEMP   HUM   PNM    DD    FF     NOMBRE                                             
         [HOA]  [ºC]   [%]  [hPa]  [gr] [km/hr]                                                     
14012018     0  20.6   78  1010.4  180   20     AEROPARQUE AERO                                     
14012018     1  19.8   81  1010.2  160   19     AEROPARQUE AERO                                     
14012018     2  19.4   79  1009.6  160   19     AEROPARQUE AERO                                     
14012018     3  19.4   80  1008.9  160   20     AEROPARQUE AERO                                     
14012018     4  19.3   82  1008.8  160   20     AEROPARQUE AERO                                     
14012018     5  19.2   82  1009.1  180   19     AEROPARQUE AERO                                     
14012018     6  18.7   84  1009.4  160   17     AEROPARQUE AERO                                     
14012018     7  18.0   85  1009.7  180   15     AEROPARQUE AERO                                     
14012018     8  17.3   87  1010.2  160   15     AEROPARQUE AERO                                     
14012018     9  17.4   88  1010.2  180   19     AEROPARQUE AERO                                     
14012018    10  18.1   87  1010.2  180   17     AEROPARQUE AERO                                     
14012018    11  18.9   86  1010.2  180   20     AEROPARQUE AERO                                     
14012018    12  18.7   86  1010.2  160   22     AEROPARQUE AERO                                     
14012018    13  19.3   87  1010.2  160   20     AEROPARQUE AERO                                     
14012018    14  19.6   87  1010.2  180   19     AEROPARQUE AERO                                     
14012018    15  19.5   89  1010.2  180   17     AEROPARQUE AERO                                     
14012018    16  19.8   88  1009.1  160   17     AEROPARQUE AERO                                     
14012018    17  20.3   86  1008.7  160   13     AEROPARQUE AERO                                     
14012018    18  20.9   82  1009.0  180   15     AEROPARQUE AERO                                     
14012018    19  18.6   87  1009.7  200   11     AEROPARQUE AERO                                     
14012018    20  18.8   85  1010.1  180   13     AEROPARQUE AERO                                     
14012018    21  19.1   83  1010.2  180   19     AEROPARQUE AERO                                     
14012018    22  18.5   85  1010.9  180   15     AEROPARQUE AERO                                     
14012018    23  18.9   80  1011.0  180   17     AEROPARQUE AERO                                     
14012018     0  15.8   73  1015.3  140   17     AZUL AERO                                           
14012018     1  15.0   79  1015.1  160   15     AZUL AERO                                           
14012018     2  15.2   79  1014.5  140   19     AZUL AERO                                           
14012018     3  14.8   81  1014.3  160   15     AZUL AERO                                           
14012018     4  14.7   80  1014.1  140   19     AZUL AERO                                           
14012018     5  14.4   78  1014.1  180   15     AZUL AERO                                           
14012018     6  14.0   78  1014.7  180   11     AZUL AERO                                           
14012018     7  14.2   80  1014.8  140    9     AZUL AERO                                           
14012018     8  15.0   77  1015.4  160   19     AZUL AERO                                           
14012018     9  15.8   71  1015.7  140   24     AZUL AERO                                           
14012018    10  18.8   53  1015.2  140   24     AZUL AERO                                           
14012018    11  19.2   50  1015.0  160   30     AZUL AERO                                           
14012018    12  21.0   42  1014.9  140   30     AZUL AERO                                           
14012018    13  20.0   47  1014.4  140   24     AZUL AERO                                           
14012018    14  21.6   43  1013.7  140   26     AZUL AERO                                           
14012018    15  21.2   40  1013.5  140   19     AZUL AERO                                           
14012018    16  21.8   39  1012.9  140   17     AZUL AERO                                           
14012018    17  22.4   41  1012.6  140   19     AZUL AERO                                           
