FECHA     HORA  TEMP   HUM   PNM    DD    FF     NOMBRE                                             
         [HOA]  [ºC]   [%]  [hPa]  [gr] [km/hr]                                                     
23022018     0  22.5   60  1016.7   50   15     AEROPARQUE AERO                                     
23022018     1  22.2   61  1016.7   50   13     AEROPARQUE AERO                                     
23022018     2  22.0   59  1016.5   50   13     AEROPARQUE AERO                                     
23022018     3  22.2   51  1016.2   50   11     AEROPARQUE AERO                                     
23022018     4  21.9   53  1016.0   20   11     AEROPARQUE AERO                                     
23022018     5  22.0   44  1016.2   20    7     AEROPARQUE AERO                                     
23022018     6  20.6   52  1017.0  290    7     AEROPARQUE AERO                                     
23022018     7  20.4   52  1017.5  320    7     AEROPARQUE AERO                                     
23022018     8  21.0   59  1018.3  340   11     AEROPARQUE AERO                                     
23022018     9  21.2   62  1018.4  340   11     AEROPARQUE AERO                                     
23022018    10  22.2   60  1018.9  340    9     AEROPARQUE AERO                                     
23022018    11  23.8   56  1018.8   20    7     AEROPARQUE AERO                                     
23022018    12  24.6   45  1018.9   20    7     AEROPARQUE AERO                                     
23022018    13  25.4   42  1018.5   70   11     AEROPARQUE AERO                                     
23022018    14  25.6   48  1018.3   50   13     AEROPARQUE AERO                                     
23022018    15  26.6   46  1017.7   70   11     AEROPARQUE AERO                                     
23022018    16  26.2   45  1017.3   50   11     AEROPARQUE AERO                                     
23022018    17  26.0   48  1017.1   70   11     AEROPARQUE AERO                                     
23022018    18  25.5   51  1017.1   90   17     AEROPARQUE AERO                                     
23022018    19  26.0   53  1017.4   90   15     AEROPARQUE AERO                                     
23022018    20  24.6   58  1017.7  110   22     AEROPARQUE AERO                                     
23022018    21  23.8   69  1018.3  110   30     AEROPARQUE AERO                                     
23022018    22  23.0   76  1018.7  110   28     AEROPARQUE AERO                                     
23022018    23  22.5   71  1018.8  140   24     AEROPARQUE AERO                                     
23022018     0  17.2   82  1017.3  160    6     AZUL AERO                                           
23022018     3  15.5   86  1017.3  160    9     AZUL AERO                                           
23022018     6  13.0   96  1017.3  160    7     AZUL AERO                                           
