FECHA     HORA  TEMP   HUM   PNM    DD    FF     NOMBRE                                             
         [HOA]  [ºC]   [%]  [hPa]  [gr] [km/hr]                                                     
02022018     0  27.6   73  1012.7   70   11     AEROPARQUE AERO                                     
02022018     1  27.8   72  1012.5   20    6     AEROPARQUE AERO                                     
02022018     2  27.5   67  1012.2  340    7     AEROPARQUE AERO                                     
02022018     3  27.4   63  1012.0  340    9     AEROPARQUE AERO                                     
02022018     4  26.0   69  1011.8  290    6     AEROPARQUE AERO                                     
02022018     5  25.2   73  1011.9  290    4     AEROPARQUE AERO                                     
02022018     6  25.3   64  1012.2  290    6     AEROPARQUE AERO                                     
02022018     7  25.5   63  1013.0  320    4     AEROPARQUE AERO                                     
02022018     8  27.6   60  1013.3  290    2     AEROPARQUE AERO                                     
02022018     9  29.5   52  1013.2  180    4     AEROPARQUE AERO                                     
02022018    10  31.0   46  1013.3  230    4     AEROPARQUE AERO                                     
02022018    11  31.0   56  1013.2  360   13     AEROPARQUE AERO                                     
02022018    12  30.1   59  1013.5   90   17     AEROPARQUE AERO                                     
02022018    13  29.3   68  1013.5  110   35     AEROPARQUE AERO                                     
02022018    14  27.5   67  1013.6  110   31     AEROPARQUE AERO                                     
02022018    15  27.5   63  1013.4  110   33     AEROPARQUE AERO                                     
02022018    16  27.2   55  1013.2  110   35     AEROPARQUE AERO                                     
02022018    17  26.8   77  1013.2  110   31     AEROPARQUE AERO                                     
02022018    18  26.0   69  1013.0  110   33     AEROPARQUE AERO                                     
02022018    19  25.0   64  1012.9  110   35     AEROPARQUE AERO                                     
02022018    20  23.9   68  1013.2  110   30     AEROPARQUE AERO                                     
02022018    21  23.6   66  1013.4  110   30     AEROPARQUE AERO                                     
02022018    22  23.6   66  1013.7  110   31     AEROPARQUE AERO                                     
02022018    23  23.5   64  1013.9  110   30     AEROPARQUE AERO                                     
02022018     0  21.2   55  1013.3  140    9     AZUL AERO                                           
02022018     1  19.6   63  1013.3  110    6     AZUL AERO                                           
02022018     2  18.9   66  1013.4  160    6     AZUL AERO                                           
02022018     3  17.9   69  1013.4  180    4     AZUL AERO                                           
