FECHA     HORA  TEMP   HUM   PNM    DD    FF     NOMBRE                                             
         [HOA]  [ºC]   [%]  [hPa]  [gr] [km/hr]                                                     
11012018     0  28.2   68  1014.4  110   19     AEROPARQUE AERO                                     
11012018     1  27.8   67  1014.1   90   15     AEROPARQUE AERO                                     
11012018     2  27.6   70  1013.9  990    4     AEROPARQUE AERO                                     
11012018     3  28.2   64  1013.7   20   17     AEROPARQUE AERO                                     
11012018     4  27.6   66  1013.7   20   19     AEROPARQUE AERO                                     
11012018     5  27.2   72  1013.9  360   17     AEROPARQUE AERO                                     
11012018     6  26.8   72  1014.0  340   13     AEROPARQUE AERO                                     
11012018     7  26.7   71  1014.4  340   11     AEROPARQUE AERO                                     
11012018     8  27.9   65  1014.8  340   11     AEROPARQUE AERO                                     
11012018     9  27.8   67  1014.7   20    9     AEROPARQUE AERO                                     
11012018    10  28.5   65  1014.6   20    7     AEROPARQUE AERO                                     
11012018    11  29.1   69  1014.3   70    9     AEROPARQUE AERO                                     
11012018    12  29.7   69  1014.1   50   13     AEROPARQUE AERO                                     
11012018    13  30.9   61  1013.7   50    9     AEROPARQUE AERO                                     
11012018    14  33.1   51  1012.9   50   11     AEROPARQUE AERO                                     
11012018    15  33.4   52  1012.1   70   13     AEROPARQUE AERO                                     
11012018    16  34.8   38  1010.9   70   11     AEROPARQUE AERO                                     
11012018    17  34.6   38  1010.6   70    9     AEROPARQUE AERO                                     
11012018    18  32.5   65  1009.8   70   19     AEROPARQUE AERO                                     
11012018    19  31.0   61  1010.0   90   15     AEROPARQUE AERO                                     
11012018    20  29.8   65  1011.0  110   24     AEROPARQUE AERO                                     
11012018    21  29.2   65  1011.1  110   15     AEROPARQUE AERO                                     
11012018    22  31.2   49  1012.2  160    6     AEROPARQUE AERO                                     
11012018    23  31.4   42  1012.0  140   13     AEROPARQUE AERO                                     
11012018     0  24.2   81  1014.5   50   20     AZUL AERO                                           
11012018     1  23.1   87  1014.3   50   17     AZUL AERO                                           
11012018     2  22.0   91  1013.9   90   19     AZUL AERO                                           
11012018     3  21.4   87  1013.8   90   13     AZUL AERO                                           
11012018     4  21.0   96  1013.5   90   13     AZUL AERO                                           
11012018     5  21.0   91  1013.8   90   13     AZUL AERO                                           
11012018     6  20.9   96  1014.2   90   11     AZUL AERO                                           
11012018     7  21.0   96  1014.6   90   17     AZUL AERO                                           
11012018     8  21.4   95  1014.5   90    7     AZUL AERO                                           
11012018     9  23.6   85  1014.2   70   11     AZUL AERO                                           
11012018    10  27.4   69  1013.7   50   13     AZUL AERO                                           
11012018    11  31.2   51  1013.2  320   13     AZUL AERO                                           
11012018    12  32.4   46  1012.6  360   13     AZUL AERO                                           
11012018    13  34.0   44  1012.0  320   15     AZUL AERO                                           
11012018    14  33.8   42  1011.4  320   31     AZUL AERO                                           
11012018    15  34.0   41  1010.8  320   15     AZUL AERO                                           
11012018    16  25.8   63  1010.7  270   11     AZUL AERO                                           
11012018    17  28.0   57  1011.1  270    9     AZUL AERO                                           
11012018    18  27.0   62  1011.2  270   19     AZUL AERO                                           
11012018    19  27.0   63  1009.9  270   11     AZUL AERO                                           
11012018    20  26.6   64  1010.1  140    6     AZUL AERO                                           
11012018    21  25.4   66  1011.1   90   13     AZUL AERO                                           
11012018    22  25.4   67  1011.3   70   17     AZUL AERO                                           
11012018    23  23.8   82  1011.5   50   24     AZUL AERO                                           
11012018     0  24.0   53  1012.1  360    9     BAHIA BLANCA AERO                                   
11012018     1  23.4   54  1012.1  360    9     BAHIA BLANCA AERO                                   
11012018     2  23.5   55  1012.0  360    7     BAHIA BLANCA AERO                                   
11012018     4  23.2   57  1012.0  360    9     BAHIA BLANCA AERO                                   
11012018     5  22.2   69  1012.0   20    9     BAHIA BLANCA AERO                                   
11012018     6  21.7   73  1011.9   20   11     BAHIA BLANCA AERO                                   
11012018     7  23.6   74  1012.4   20    9     BAHIA BLANCA AERO                                   
11012018     8  29.2   57  1012.2  360   15     BAHIA BLANCA AERO                                   
11012018     9  32.6   46  1012.2  320   15     BAHIA BLANCA AERO                                   
11012018    10  32.4   48  1012.1  290   19     BAHIA BLANCA AERO                                   
11012018    11  33.6   46  1011.5  320   15     BAHIA BLANCA AERO                                   
11012018    12  36.8   37  1010.7  340   19     BAHIA BLANCA AERO                                   
11012018    13  36.8   33  1010.2  340   15     BAHIA BLANCA AERO                                   
11012018    14  38.8   27  1009.2  320    9     BAHIA BLANCA AERO                                   
11012018    15  37.6   25  1008.6  340   11     BAHIA BLANCA AERO                                   
11012018    16  39.2   25  1007.6  270    7     BAHIA BLANCA AERO                                   
11012018    17  23.6   75  1008.0  110   28     BAHIA BLANCA AERO                                   
11012018    18  28.6   59  1007.3   90   11     BAHIA BLANCA AERO                                   
11012018    19  30.7   57  1006.7   50   20     BAHIA BLANCA AERO                                   
11012018    20  30.2   47  1007.2   20   24     BAHIA BLANCA AERO                                   
11012018    21  28.9   57  1007.4   20   22     BAHIA BLANCA AERO                                   
11012018    22  25.4   75  1011.0  180   28     BAHIA BLANCA AERO                                   
11012018    23  21.7   90  1009.6   50   33     BAHIA BLANCA AERO                                   
11012018     0  18.6   60  1516.0  290   15     BARILOCHE AERO                                      
11012018     1  17.7   66  1522.0  290   20     BARILOCHE AERO                                      
11012018     2  15.6   73  1519.0  270   11     BARILOCHE AERO                                      
11012018     3  12.1   68  1514.0  180    7     BARILOCHE AERO                                      
11012018     4  10.2   71  1513.0  180   11     BARILOCHE AERO                                      
11012018     5   8.9   73  1512.0  180    9     BARILOCHE AERO                                      
11012018     6   8.5   67  1513.0  180    9     BARILOCHE AERO                                      
11012018     7   8.1   71  1514.0  180    7     BARILOCHE AERO                                      
11012018     8  12.0   54  1517.0  180    7     BARILOCHE AERO                                      
11012018     9  15.7   53  1517.0  990    2     BARILOCHE AERO                                      
11012018    10  17.0   55  1515.0  990    7     BARILOCHE AERO                                      
11012018    11  19.1   42  1512.0  290   13     BARILOCHE AERO                                      
11012018    12  21.2   30  1509.0  290   11     BARILOCHE AERO                                      
11012018    13  24.9   13  1508.0  290   24     BARILOCHE AERO                                      
11012018    14  26.4   15  1501.0  290   37     BARILOCHE AERO                                      
11012018    15  26.7   15  1493.0  290   35     BARILOCHE AERO                                      
11012018    16  27.8   15  1486.0  290   39     BARILOCHE AERO                                      
11012018    17  29.0   15  1483.0  290   37     BARILOCHE AERO                                      
11012018    18  27.2   18  1481.0  290   39     BARILOCHE AERO                                      
11012018    19  25.5   22  1480.0  290   39     BARILOCHE AERO                                      
11012018    20  23.2   32  1485.0  290   37     BARILOCHE AERO                                      
