FECHA     HORA  TEMP   HUM   PNM    DD    FF     NOMBRE                                             
         [HOA]  [ºC]   [%]  [hPa]  [gr] [km/hr]                                                     
26012018     0  20.9   73  1018.2  140   19     AEROPARQUE AERO                                     
26012018     1  22.6   74  1017.8  110   30     AEROPARQUE AERO                                     
26012018     2  22.7   63  1017.2   90   24     AEROPARQUE AERO                                     
26012018     3  21.9   65  1017.1   70   28     AEROPARQUE AERO                                     
26012018     4  21.5   68  1017.0   50   26     AEROPARQUE AERO                                     
26012018     5  21.2   68  1017.1   50   24     AEROPARQUE AERO                                     
26012018     6  21.6   69  1017.3   20   20     AEROPARQUE AERO                                     
26012018     7  21.8   68  1017.3   50   20     AEROPARQUE AERO                                     
26012018     8  22.4   65  1017.0   20   26     AEROPARQUE AERO                                     
26012018     9  22.5   63  1017.7   20   22     AEROPARQUE AERO                                     
26012018    10  23.7   58  1017.3   20   22     AEROPARQUE AERO                                     
26012018    11  24.0   55  1017.0   20   17     AEROPARQUE AERO                                     
26012018    12  25.8   49  1016.4   50   15     AEROPARQUE AERO                                     
26012018    13  26.2   48  1015.6   50   19     AEROPARQUE AERO                                     
26012018    14  27.0   46  1014.8   70   19     AEROPARQUE AERO                                     
26012018    15  27.2   47  1013.9   90   19     AEROPARQUE AERO                                     
26012018    16  28.0   45  1012.8  110   22     AEROPARQUE AERO                                     
26012018    17  27.0   55  1011.6  110   26     AEROPARQUE AERO                                     
26012018    18  26.4   61  1010.9  110    7     AEROPARQUE AERO                                     
26012018    19  26.0   56  1010.7  110   28     AEROPARQUE AERO                                     
26012018    20  25.8   63  1011.3  110   30     AEROPARQUE AERO                                     
26012018    21  25.0   69  1011.5  140   22     AEROPARQUE AERO                                     
26012018    22  24.9   73  1011.7  140   19     AEROPARQUE AERO                                     
26012018    23  26.0   62  1011.3   90   19     AEROPARQUE AERO                                     
26012018     0  17.8   64  1018.6   50   26     AZUL AERO                                           
26012018     1  16.9   69  1019.3   70   11     AZUL AERO                                           
26012018     2  16.0   75  1018.5   70   13     AZUL AERO                                           
26012018     3  15.7   78  1017.2   70   13     AZUL AERO                                           
26012018     4  15.5   79  1015.8   70   19     AZUL AERO                                           
26012018     5  15.4   81  1016.4   90   19     AZUL AERO                                           
26012018     6  15.6   82  1016.8   90   17     AZUL AERO                                           
26012018     7  15.6   84  1017.3   70   11     AZUL AERO                                           
26012018     8  17.6   81  1017.2   90   24     AZUL AERO                                           
26012018     9  18.8   77  1017.3   50   17     AZUL AERO                                           
26012018    10  21.0   69  1016.6   20   22     AZUL AERO                                           
26012018    11  21.8   66  1016.3   20   20     AZUL AERO                                           
26012018    12  23.4   61  1015.6   20   22     AZUL AERO                                           
26012018    13  26.2   53  1014.6  360   22     AZUL AERO                                           
26012018    14  27.4   48  1013.7   50   24     AZUL AERO                                           
26012018    15  27.5   42  1012.6   20   22     AZUL AERO                                           
26012018    16  28.2   41  1011.9   20   24     AZUL AERO                                           
26012018    17  27.8   41  1011.2   20   24     AZUL AERO                                           
26012018    18  26.8   44  1011.2   50   20     AZUL AERO                                           
26012018    19  26.1   47  1010.5   20   26     AZUL AERO                                           
26012018    20  25.1   45  1008.3   70   30     AZUL AERO                                           
26012018    21  24.6   49  1008.0   20   39     AZUL AERO                                           
26012018    22  22.6   53  1009.7   70   19     AZUL AERO                                           
26012018    23  22.0   54  1009.9   50   24     AZUL AERO                                           
26012018     0  14.6   70  1017.5    0    0     BAHIA BLANCA AERO                                   
26012018     1  13.7   69  1017.2    0    0     BAHIA BLANCA AERO                                   
