FECHA     HORA  TEMP   HUM   PNM    DD    FF     NOMBRE                                             
         [HOA]  [ºC]   [%]  [hPa]  [gr] [km/hr]                                                     
06012018     0  20.4   74  1013.0  270    6     AEROPARQUE AERO                                     
06012018     1  19.4   78  1013.2  230    4     AEROPARQUE AERO                                     
06012018     2  19.4   78  1013.2  230    4     AEROPARQUE AERO                                     
06012018     3  18.6   65  1015.2  140   15     AEROPARQUE AERO                                     
06012018     4  18.4   61  1015.7  140   13     AEROPARQUE AERO                                     
06012018     5  18.0   62  1016.2  140   11     AEROPARQUE AERO                                     
06012018     6  18.1   63  1016.9  160    7     AEROPARQUE AERO                                     
06012018     7  19.4   58  1017.7  140    6     AEROPARQUE AERO                                     
06012018     8  21.1   48  1018.3  140    9     AEROPARQUE AERO                                     
06012018     9  21.8   38  1018.7  140   17     AEROPARQUE AERO                                     
06012018    10  23.1   33  1018.8   90   19     AEROPARQUE AERO                                     
06012018    11  22.5   38  1018.9   90   15     AEROPARQUE AERO                                     
06012018    12  22.8   37  1018.7   90   15     AEROPARQUE AERO                                     
06012018    13  23.5   39  1018.7   50   15     AEROPARQUE AERO                                     
06012018    14  23.6   39  1018.5   50   15     AEROPARQUE AERO                                     
06012018    15  24.3   38  1018.0   50   13     AEROPARQUE AERO                                     
06012018    16  24.5   32  1017.1   50   13     AEROPARQUE AERO                                     
06012018    17  24.4   33  1016.7   50   15     AEROPARQUE AERO                                     
06012018    18  24.4   35  1015.9   70   15     AEROPARQUE AERO                                     
06012018    19  24.0   28  1016.2   70   15     AEROPARQUE AERO                                     
06012018    20  23.4   33  1016.3   70   15     AEROPARQUE AERO                                     
06012018    21  23.5   35  1016.5   50   13     AEROPARQUE AERO                                     
06012018    22  23.8   33  1016.6   50   15     AEROPARQUE AERO                                     
06012018    23  23.8   36  1016.9   50   15     AEROPARQUE AERO                                     
06012018     0  13.2   82  1015.4  140    9     AZUL AERO                                           
06012018     1  12.2   84  1015.8  160    4     AZUL AERO                                           
06012018     2  11.6   85  1016.1  340    4     AZUL AERO                                           
06012018     3  10.4   92  1016.0  270    6     AZUL AERO                                           
06012018     4   9.4   92  1016.0  360    4     AZUL AERO                                           
06012018     5   8.8   97  1016.5   50    2     AZUL AERO                                           
06012018     6   8.2   97  1017.3  270    2     AZUL AERO                                           
06012018     7  10.3   94  1018.0  360    2     AZUL AERO                                           
06012018     8  14.4   80  1018.2  290    4     AZUL AERO                                           
06012018     9  17.6   55  1018.5  320   11     AZUL AERO                                           
06012018    10  20.2   39  1018.4  360   13     AZUL AERO                                           
06012018    11  22.2   32  1018.2  320   24     AZUL AERO                                           
06012018    12  22.8   26  1018.0  360   15     AZUL AERO                                           
06012018    13  23.6   26  1017.4  360   17     AZUL AERO                                           
06012018    14  25.0   29  1016.7  320   22     AZUL AERO                                           
06012018    15  25.2   27  1015.9  320   19     AZUL AERO                                           
06012018    16  26.0   29  1014.9  320   17     AZUL AERO                                           
