Hora,O3,NO2,CO,Humedad,Temperatura,P25,P10
4/3/18-0:0:54,129,68,162,81,28,3,33.00,23.00,22,31,33
4/3/18-0:1:55,130,66,155,79,27,3,33.00,23.00,22,31,33
4/3/18-0:2:56,129,66,146,79,23,4,33.00,23.00,21,33,36
4/3/18-0:3:57,129,66,158,77,27,2,33.00,23.00,21,34,38
4/3/18-0:4:58,132,67,165,95,24,3,33.00,23.00,22,31,33
4/3/18-0:5:59,129,66,160,83,23,3,33.00,23.00,22,31,33
4/3/18-0:7:0,127,67,152,68,19,2,33.00,23.00,21,32,39
4/3/18-0:8:1,127,67,150,68,19,2,33.00,23.00,21,32,39
4/3/18-0:9:2,130,70,153,74,18,2,33.00,24.00,19,27,28
4/3/18-0:10:3,130,68,158,75,18,2,33.00,23.00,19,27,28
4/3/18-0:11:4,130,69,159,80,18,1,33.00,23.00,22,32,36
4/3/18-0:12:5,130,69,153,66,17,3,33.00,23.00,22,32,36
4/3/18-0:13:6,130,69,163,82,17,3,33.00,23.00,21,32,39
4/3/18-0:14:7,133,67,152,74,17,3,33.00,23.00,21,32,39
4/3/18-0:15:8,132,66,148,69,14,2,33.00,23.00,22,33,41
4/3/18-0:16:9,128,66,155,69,16,2,33.00,23.00,22,33,41
4/3/18-0:17:10,130,66,157,79,19,4,33.00,23.00,21,32,36
4/3/18-0:18:11,130,69,159,81,17,1,33.00,23.00,20,32,36
4/3/18-0:19:12,130,67,154,79,17,3,33.00,23.00,22,32,37
4/3/18-0:20:13,128,65,150,74,17,2,33.00,23.00,22,32,38
4/3/18-0:21:14,131,68,157,77,19,1,34.00,22.00,21,28,31
4/3/18-0:22:15,131,68,155,78,19,3,33.00,23.00,20,28,31
4/3/18-0:23:16,133,69,160,77,19,3,33.00,23.00,21,31,34
4/3/18-0:24:17,129,66,157,80,23,3,33.00,23.00,21,31,34
4/3/18-0:25:18,132,68,157,85,18,3,33.00,23.00,20,28,33
4/3/18-0:26:19,132,67,152,78,16,3,33.00,23.00,20,27,33
4/3/18-0:27:20,130,65,142,65,14,4,33.00,23.00,20,30,30
4/3/18-0:28:21,131,68,159,77,16,1,33.00,23.00,20,30,30
4/3/18-0:29:21,131,66,143,63,14,2,33.00,23.00,21,29,32
4/3/18-0:30:22,131,66,153,72,14,2,33.00,23.00,21,29,32
4/3/18-0:31:23,129,66,148,66,18,2,32.00,23.00,21,33,39
4/3/18-0:32:24,130,68,158,81,20,1,32.00,23.00,21,33,39
4/3/18-0:33:25,132,67,147,64,21,5,33.00,23.00,21,30,31
4/3/18-0:34:26,132,64,163,83,25,0,32.00,23.00,21,30,31
4/3/18-0:35:27,132,66,146,66,26,3,33.00,23.00,21,30,33
4/3/18-0:36:28,133,67,163,82,32,3,34.00,22.00,21,30,33
4/3/18-0:37:29,132,67,149,68,31,3,33.00,23.00,19,29,35
4/3/18-0:38:30,132,68,159,80,32,3,33.00,23.00,20,30,36
4/3/18-0:39:31,130,67,161,82,33,1,33.00,23.00,22,33,36
4/3/18-0:40:32,130,73,151,76,30,2,33.00,23.00,22,33,36
4/3/18-0:41:33,132,65,154,76,33,3,33.00,23.00,23,35,41
4/3/18-0:42:34,132,67,160,77,40,1,33.00,23.00,23,35,41
4/3/18-0:43:35,132,71,162,80,42,2,33.00,23.00,24,40,49
4/3/18-0:44:36,132,66,156,72,42,3,33.00,23.00,24,40,49
4/3/18-0:45:37,129,66,154,72,39,2,33.00,23.00,25,38,48
4/3/18-0:46:38,130,74,154,73,42,4,33.00,23.00,24,38,45
4/3/18-0:47:39,131,70,166,95,48,2,32.00,23.00,23,37,46
4/3/18-0:48:40,130,65,152,70,44,3,34.00,23.00,23,37,44
4/3/18-0:49:41,130,66,153,71,45,4,33.00,23.00,26,38,46
4/3/18-0:50:42,132,68,151,68,44,3,33.00,23.00,26,39,48
4/3/18-0:51:43,130,66,155,74,44,4,33.00,23.00,24,39,48
4/3/18-0:52:44,132,67,154,78,45,2,34.00,22.00,24,39,48
4/3/18-0:53:45,130,66,156,71,47,4,33.00,23.00,25,39,49
4/3/18-0:54:46,130,66,154,75,48,2,33.00,23.00,25,39,49
4/3/18-0:55:47,129,68,160,86,50,2,33.00,23.00,24,38,49
4/3/18-0:56:48,132,68,167,87,56,3,33.00,23.00,24,37,47
4/3/18-0:57:49,132,71,169,90,54,0,33.00,23.00,25,38,45
4/3/18-0:58:50,133,66,166,80,48,2,33.00,23.00,25,38,45
4/3/18-0:59:51,132,68,165,84,55,3,33.00,23.00,24,35,44
4/3/18-1:0:52,133,70,166,79,55,3,33.00,23.00,24,35,44
4/3/18-1:1:53,129,70,182,122,55,3,33.00,23.00,25,38,48
4/3/18-1:2:54,132,68,176,101,57,3,33.00,23.00,26,40,51
4/3/18-1:3:55,132,70,167,79,55,2,33.00,23.00,25,37,45
4/3/18-1:4:56,131,66,161,77,49,3,33.00,23.00,26,39,47
4/3/18-1:5:57,131,63,161,76,48,1,33.00,23.00,23,32,37
4/3/18-1:6:58,132,70,162,78,53,2,33.00,23.00,23,32,37
4/3/18-1:7:59,132,68,155,75,46,2,33.00,23.00,23,35,43
4/3/18-1:9:0,129,67,153,74,48,2,33.00,23.00,22,35,43
4/3/18-1:10:1,133,66,158,74,53,3,34.00,22.00,24,34,40
4/3/18-1:11:2,132,69,163,81,56,1,33.00,23.00,24,34,40
4/3/18-1:12:3,135,66,157,74,46,3,34.00,22.00,23,32,38
