Hora,O3,NO2,CO,Humedad,Temperatura,P25,P10
1/3/18-0:47:8,853,364,437,68.80,19.60,5.20,9.50
1/3/18-0:48:9,853,366,437,69.50,19.60,5.40,11.50
1/3/18-0:49:10,853,368,441,69.60,19.60,5.60,10.30
1/3/18-0:50:11,854,368,441,67.90,19.60,5.00,7.80
1/3/18-0:51:12,853,370,442,69.50,19.60,4.40,8.70
1/3/18-0:52:12,853,366,440,70.00,19.60,4.60,6.40
1/3/18-0:53:13,852,370,443,68.20,19.60,4.60,10.50
1/3/18-0:54:14,853,366,443,73.40,19.60,4.80,8.20
1/3/18-0:55:15,853,373,441,72.60,19.60,4.40,6.70
1/3/18-0:56:16,853,372,443,72.00,19.60,5.00,11.30
1/3/18-0:57:17,853,369,440,69.80,19.60,4.50,8.30
1/3/18-0:58:18,852,373,444,69.30,19.50,5.00,8.50
1/3/18-0:59:19,853,366,443,69.20,19.60,4.10,7.70
1/3/18-1:0:20,853,372,445,68.20,19.50,4.70,9.50
1/3/18-1:1:21,852,371,443,69.20,19.50,4.30,10.70
1/3/18-1:2:22,852,372,443,68.80,19.60,4.20,9.90
1/3/18-1:3:23,852,379,445,69.30,19.50,4.50,8.00
1/3/18-1:4:24,852,377,445,69.80,19.50,4.50,6.50
1/3/18-1:5:25,853,369,440,70.40,19.50,4.70,7.80
1/3/18-1:6:26,853,365,444,68.00,19.50,4.30,8.00
1/3/18-1:7:27,853,376,444,69.60,19.50,5.10,12.70
1/3/18-1:8:28,853,371,440,70.50,19.50,4.70,11.10
1/3/18-1:9:29,853,365,436,69.80,19.50,4.80,9.70
1/3/18-1:10:30,852,360,440,70.60,19.50,4.40,9.30
1/3/18-1:11:31,853,369,440,69.40,19.50,4.90,11.90
1/3/18-1:12:32,852,370,441,69.80,19.50,4.50,10.70
1/3/18-1:13:33,853,375,442,69.20,19.40,4.70,8.60
1/3/18-1:14:34,853,371,444,70.50,19.40,4.50,9.30
1/3/18-1:15:35,853,374,446,70.30,19.50,4.80,7.90
1/3/18-1:16:36,852,374,445,70.10,19.40,4.10,8.50
1/3/18-1:17:37,853,370,445,70.20,19.50,4.60,10.20
1/3/18-1:18:38,853,371,443,69.20,19.50,4.40,10.80
1/3/18-1:19:39,852,377,444,69.80,19.50,4.70,11.90
1/3/18-1:20:40,853,380,445,71.70,19.50,3.90,9.40
1/3/18-1:21:41,852,381,446,70.50,19.50,4.50,9.60
1/3/18-1:22:42,853,379,446,70.40,19.60,4.00,5.70
1/3/18-1:23:43,853,380,446,70.00,19.60,4.00,7.40
1/3/18-1:24:44,853,384,446,69.40,19.60,4.20,9.30
1/3/18-1:25:45,853,394,457,71.20,19.50,3.80,7.40
1/3/18-1:26:46,852,396,451,70.80,19.60,4.20,8.60
1/3/18-1:27:47,853,386,445,70.80,19.60,4.60,7.40
1/3/18-1:28:48,853,385,445,71.40,19.60,3.90,8.00
1/3/18-1:29:49,853,384,447,70.80,19.60,4.50,12.20
1/3/18-1:30:50,853,386,449,70.70,19.50,4.70,10.90
1/3/18-1:31:51,852,384,447,71.20,19.50,4.30,10.80
1/3/18-1:32:52,853,385,446,70.90,19.50,4.70,9.90
1/3/18-1:33:53,853,387,445,71.70,19.50,4.30,7.30
1/3/18-1:34:54,853,385,446,72.30,19.40,3.90,7.80
1/3/18-1:35:55,853,378,443,71.50,19.40,3.80,10.40
1/3/18-1:36:55,853,375,442,70.20,19.40,3.80,8.60
1/3/18-1:37:56,852,377,443,68.50,19.40,3.40,6.50
1/3/18-1:38:57,853,376,442,70.70,19.30,3.40,7.60
1/3/18-1:39:58,853,373,441,70.70,19.40,3.40,7.60
1/3/18-1:40:59,853,377,445,70.20,19.30,3.10,4.90
1/3/18-1:42:0,853,376,442,72.60,19.30,3.40,9.30
1/3/18-1:43:1,853,375,442,71.20,19.30,3.60,8.30
1/3/18-1:44:2,853,379,444,71.70,19.20,4.00,10.90
1/3/18-1:45:3,853,376,442,71.60,19.20,3.50,7.70
1/3/18-1:46:4,853,382,454,71.70,19.20,4.00,8.20
1/3/18-1:47:5,853,380,446,70.70,19.20,4.30,9.00
1/3/18-1:48:6,854,385,452,72.00,19.30,3.90,7.70
1/3/18-1:49:7,853,388,455,71.00,19.30,4.00,7.90
1/3/18-1:50:8,853,379,440,69.90,19.30,3.90,7.00
1/3/18-1:51:9,853,384,467,68.90,19.30,3.50,10.80
1/3/18-1:52:10,853,385,447,68.40,19.30,2.50,5.60
1/3/18-1:53:11,853,377,433,68.50,19.30,2.30,3.80
1/3/18-1:54:12,853,382,442,66.40,19.40,2.20,13.30
1/3/18-1:55:13,853,373,431,67.00,19.50,2.40,7.20
1/3/18-1:56:14,853,374,431,66.90,19.40,1.90,3.20
1/3/18-1:57:15,853,368,426,68.30,19.50,2.20,4.40
1/3/18-1:58:16,853,368,425,66.20,19.40,2.10,4.90
1/3/18-1:59:17,853,370,423,66.40,19.40,2.10,4.50
1/3/18-2:0:18,853,359,422,67.50,19.40,1.80,4.30
1/3/18-2:1:19,853,360,423,65.80,19.30,1.80,5.00
1/3/18-2:2:20,853,362,430,65.10,19.40,1.50,1.90
1/3/18-2:3:21,853,355,420,64.30,19.40,1.30,1.40
1/3/18-2:4:22,853,357,421,63.10,19.40,1.50,3.10
1/3/18-2:5:23,853,344,413,65.70,19.40,1.30,2.40
1/3/18-2:6:24,853,341,413,66.60,19.40,1.20,1.40
1/3/18-2:7:25,853,349,422,64.30,19.40,1.40,2.30
1/3/18-2:8:26,854,337,411,65.00,19.40,1.60,2.90
1/3/18-2:9:27,853,335,414,64.80,19.40,1.10,2.10
1/3/18-2:10:28,853,335,412,64.60,19.40,1.40,2.90
1/3/18-2:11:29,853,336,423,63.30,19.40,1.30,3.60
1/3/18-2:12:30,853,331,410,64.10,19.40,1.30,2.90
1/3/18-2:13:31,853,328,409,64.10,19.40,1.30,3.80
1/3/18-2:14:32,853,330,414,64.50,19.30,1.40,3.10
1/3/18-2:15:33,853,325,409,64.30,19.30,1.20,4.10
1/3/18-2:16:34,853,320,406,63.80,19.30,1.50,4.30
1/3/18-2:17:35,852,318,414,62.60,19.20,1.60,4.70
1/3/18-2:18:36,852,313,401,64.30,19.20,1.40,2.70
1/3/18-2:19:37,852,313,409,64.10,19.20,1.20,1.80
1/3/18-2:20:37,853,315,406,64.70,19.20,1.20,1.50
1/3/18-2:21:38,853,321,408,64.50,19.20,1.30,1.40
1/3/18-2:22:39,853,319,407,66.00,19.20,1.40,4.50
1/3/18-2:23:40,853,319,407,64.10,19.10,1.10,1.20
1/3/18-2:24:41,854,324,418,63.60,19.20,1.20,1.80
1/3/18-2:25:42,853,326,421,63.10,19.10,1.40,4.10
1/3/18-2:26:43,853,323,408,63.20,19.20,1.30,2.10
1/3/18-2:27:44,853,331,408,64.60,19.20,1.00,1.80
1/3/18-2:28:45,853,322,404,65.40,19.10,1.00,1.30
1/3/18-2:29:46,853,313,402,64.10,19.10,1.20,2.90
1/3/18-2:30:47,853,308,404,63.20,19.10,1.10,2.60
1/3/18-2:31:48,853,316,403,64.80,19.00,1.20,2.60
1/3/18-2:32:49,853,315,402,64.90,19.00,1.00,3.70
1/3/18-2:33:50,853,320,407,63.70,19.00,1.10,2.40
1/3/18-2:34:51,853,328,407,66.70,19.00,1.00,2.50
1/3/18-2:35:52,853,326,404,66.50,19.00,1.10,1.50
1/3/18-2:36:53,852,329,404,66.50,19.00,1.20,2.20
1/3/18-2:37:54,852,319,402,65.60,19.00,1.00,1.30
1/3/18-2:38:55,853,324,403,64.90,19.00,1.20,1.70
1/3/18-2:39:56,853,327,403,65.70,18.90,1.20,2.50
1/3/18-2:40:57,853,327,404,66.00,18.90,1.10,1.40
1/3/18-2:41:58,853,330,404,68.30,18.90,1.10,2.20
1/3/18-2:42:59,853,324,405,65.70,18.90,1.00,2.90
1/3/18-2:44:0,853,326,405,65.60,18.80,1.00,1.80
1/3/18-2:45:1,853,325,399,67.10,18.80,1.40,2.10
1/3/18-2:46:2,853,324,404,66.10,18.80,1.30,7.40
1/3/18-2:47:3,853,324,403,66.10,18.80,1.20,2.80
1/3/18-2:48:4,853,317,402,64.70,18.80,0.80,0.80
1/3/18-2:49:5,853,319,402,66.00,18.80,1.30,3.60
1/3/18-2:50:6,853,324,402,66.40,18.80,1.40,2.30
1/3/18-2:51:7,853,314,397,65.90,18.70,1.10,1.20
1/3/18-2:52:8,853,318,401,65.60,18.70,1.00,2.80
1/3/18-2:53:9,853,319,399,66.30,18.70,1.20,3.90
1/3/18-2:54:10,853,322,401,66.70,18.70,1.10,2.90
1/3/18-2:55:11,853,321,401,67.10,18.70,1.20,1.70
1/3/18-2:56:12,853,327,402,66.70,18.60,1.20,2.30
1/3/18-2:57:13,852,332,403,67.70,18.60,1.20,1.50
1/3/18-2:58:14,853,330,401,66.80,18.60,1.10,2.90
1/3/18-2:59:15,853,326,399,67.20,18.60,1.20,4.40
1/3/18-3:0:16,853,324,403,66.30,18.60,1.20,2.00
1/3/18-3:1:17,853,326,403,67.00,18.50,1.20,1.70
1/3/18-3:2:18,853,325,404,67.10,18.50,1.40,3.00
1/3/18-3:3:19,853,323,401,67.50,18.50,1.30,1.90
1/3/18-3:4:19,853,316,399,67.30,18.50,1.30,2.70
1/3/18-3:5:20,853,316,410,66.70,18.50,1.10,3.40
1/3/18-3:6:21,853,317,404,66.70,18.50,1.30,6.60
1/3/18-3:7:22,853,325,403,67.60,18.50,1.30,3.80
1/3/18-3:8:23,853,325,401,68.30,18.50,1.30,2.60
1/3/18-3:9:24,853,327,401,67.40,18.50,1.30,3.70
1/3/18-3:10:25,853,332,405,67.70,18.40,1.20,1.50
1/3/18-3:11:26,853,328,403,67.70,18.40,1.50,3.50
1/3/18-3:12:27,853,324,400,67.50,18.40,1.50,4.20
1/3/18-3:13:28,853,323,404,67.50,18.40,1.40,3.30
1/3/18-3:14:29,853,325,406,68.70,18.40,1.30,2.40
1/3/18-3:15:30,853,327,407,67.10,18.40,1.00,1.10
1/3/18-3:16:31,853,318,405,66.40,18.40,1.60,3.20
1/3/18-3:17:32,853,321,418,66.00,18.40,1.10,2.00
1/3/18-3:18:33,853,308,398,67.20,18.40,1.60,2.70
1/3/18-3:19:34,853,303,401,67.30,18.50,1.30,2.20
1/3/18-3:20:35,853,327,417,66.40,18.50,1.40,3.10
1/3/18-3:21:36,853,321,408,65.80,18.50,1.30,2.70
1/3/18-3:22:37,853,328,417,66.60,18.50,1.30,4.00
1/3/18-3:23:38,853,337,416,66.30,18.50,1.10,1.60
1/3/18-3:24:39,853,335,416,65.90,18.50,1.10,3.00
1/3/18-3:25:40,853,330,418,66.20,18.50,1.20,1.90
1/3/18-3:26:41,853,331,417,66.10,18.50,1.20,2.00
1/3/18-3:27:42,853,327,410,65.50,18.50,0.90,1.80
1/3/18-3:28:43,853,337,419,64.70,18.50,1.10,2.00
1/3/18-3:29:44,853,337,417,64.60,18.50,0.90,2.40
1/3/18-3:30:45,853,332,409,65.20,18.60,0.80,1.40
1/3/18-3:31:46,852,332,418,65.30,18.60,1.10,1.50
1/3/18-3:32:47,853,327,407,65.10,18.60,1.10,3.30
1/3/18-3:33:48,852,325,403,65.30,18.60,1.00,1.50
1/3/18-3:34:49,853,330,403,67.10,18.60,1.10,4.00
1/3/18-3:35:50,853,324,401,67.10,18.60,1.30,7.30
1/3/18-3:36:51,853,322,400,67.10,18.50,1.00,1.40
1/3/18-3:37:52,853,321,403,65.70,18.50,1.20,1.50
1/3/18-3:38:53,853,319,403,66.30,18.50,1.00,1.60
1/3/18-3:39:54,853,323,401,67.10,18.50,1.20,2.10
1/3/18-3:40:55,853,328,401,67.70,18.50,1.30,1.90
1/3/18-3:41:56,853,322,398,67.60,18.50,1.10,1.20
1/3/18-3:42:57,853,317,398,66.50,18.40,1.20,1.80
1/3/18-3:43:58,853,315,397,66.70,18.40,1.20,2.40
1/3/18-3:44:59,853,319,398,67.40,18.40,1.00,1.60
1/3/18-3:46:0,853,320,399,68.30,18.40,1.20,3.20
1/3/18-3:47:1,852,315,398,67.50,18.30,1.20,3.20
1/3/18-3:48:1,852,327,400,68.60,18.30,1.00,1.10
1/3/18-3:49:2,853,330,401,67.60,18.30,0.90,2.40
1/3/18-3:50:3,853,320,397,66.70,18.30,1.00,2.00
1/3/18-3:51:4,853,329,402,67.80,18.30,1.30,5.40
1/3/18-3:52:5,853,327,403,67.00,18.30,1.20,1.70
1/3/18-3:53:6,853,331,405,67.20,18.30,1.30,1.90
1/3/18-3:54:7,853,323,400,67.20,18.30,1.10,1.20
1/3/18-3:55:8,853,331,406,65.70,18.30,1.10,2.50
1/3/18-3:56:9,853,328,400,65.50,18.30,1.30,1.50
1/3/18-3:57:10,853,331,406,65.40,18.30,1.30,2.20
1/3/18-3:58:11,852,348,412,65.90,18.40,1.10,1.70
1/3/18-3:59:12,853,348,408,67.30,18.30,1.30,1.80
1/3/18-4:0:13,852,349,406,67.90,18.40,1.10,1.90
1/3/18-4:1:14,853,345,404,68.10,18.30,1.40,1.90
1/3/18-4:2:15,853,344,406,68.00,18.30,1.10,1.20
1/3/18-4:3:16,852,344,407,66.30,18.30,1.10,2.70
1/3/18-4:4:17,854,339,402,67.80,18.30,1.60,4.40
1/3/18-4:5:18,854,343,406,67.90,18.30,1.10,1.20
1/3/18-4:6:19,853,339,402,68.60,18.30,1.10,1.40
1/3/18-4:7:20,853,344,401,68.80,18.30,1.30,2.30
1/3/18-4:8:21,853,340,402,68.40,18.20,0.90,1.50
1/3/18-4:9:22,853,341,401,68.90,18.20,1.10,1.90
1/3/18-4:10:23,853,337,401,69.70,18.20,1.30,3.00
1/3/18-4:11:24,853,337,401,70.70,18.20,1.40,4.10
1/3/18-4:12:25,853,336,400,70.70,18.20,1.20,1.30
1/3/18-4:13:26,853,334,401,70.80,18.10,1.20,3.90
1/3/18-4:14:27,853,345,409,70.10,18.00,1.10,3.00
1/3/18-4:15:28,853,345,406,70.60,18.00,1.30,1.40
1/3/18-4:16:29,853,342,404,70.10,18.00,1.30,3.20
1/3/18-4:17:30,853,348,406,70.30,18.00,1.40,3.90
1/3/18-4:18:31,853,349,406,71.20,18.10,1.40,2.40
1/3/18-4:19:32,853,350,407,72.30,18.00,1.60,5.40
1/3/18-4:20:33,853,352,410,70.80,18.00,1.30,2.80
1/3/18-4:21:34,853,350,405,72.20,18.00,1.40,2.40
1/3/18-4:22:35,854,349,407,71.30,18.00,1.50,5.50
1/3/18-4:23:36,854,347,404,70.40,18.00,1.90,3.40
1/3/18-4:24:37,853,343,402,70.00,18.00,1.40,2.80
1/3/18-4:25:38,853,346,404,69.60,18.00,1.60,4.50
1/3/18-4:26:39,853,345,402,70.80,18.00,1.50,3.90
1/3/18-4:27:40,853,344,402,71.40,18.00,1.70,2.40
1/3/18-4:28:41,853,347,406,72.10,17.90,1.80,2.50
1/3/18-4:29:42,853,343,405,71.80,17.90,1.60,3.30
1/3/18-4:30:42,853,344,404,71.40,17.90,1.80,2.80
1/3/18-4:31:43,853,339,400,71.00,17.90,1.70,5.60
1/3/18-4:32:44,853,345,403,71.50,17.90,1.60,1.90
1/3/18-4:33:45,853,347,404,71.50,17.90,1.70,2.90
1/3/18-4:34:46,853,343,404,71.60,17.90,1.30,2.50
1/3/18-4:35:47,854,344,404,71.50,17.90,1.60,3.40
1/3/18-4:36:48,853,346,403,71.50,17.80,1.90,3.50
1/3/18-4:37:49,853,350,407,71.10,17.90,1.80,4.30
1/3/18-4:38:50,853,345,404,71.70,17.80,2.00,6.00
1/3/18-4:39:51,853,347,405,71.10,17.80,2.10,8.40
1/3/18-4:40:52,853,346,404,70.80,17.80,2.30,7.30
1/3/18-4:41:53,853,346,405,71.10,17.80,2.10,8.50
1/3/18-4:42:54,853,343,401,71.00,17.80,1.90,4.50
1/3/18-4:43:55,853,345,402,70.20,17.80,1.70,6.30
1/3/18-4:44:56,853,346,401,70.90,17.80,2.10,6.40
1/3/18-4:45:57,853,343,399,70.60,17.70,2.00,3.60
1/3/18-4:46:58,853,340,396,71.20,17.70,2.00,2.40
1/3/18-4:47:59,853,340,397,71.10,17.70,2.40,5.50
1/3/18-4:49:0,854,339,396,70.60,17.70,2.00,2.70
1/3/18-4:50:1,853,336,394,71.80,17.70,1.70,2.20
1/3/18-4:51:2,853,338,398,71.50,17.70,1.30,1.40
1/3/18-4:52:3,853,335,396,72.20,17.70,1.30,2.10
1/3/18-4:53:4,853,335,397,71.60,17.60,2.30,4.10
1/3/18-4:54:5,852,336,399,71.70,17.60,1.40,3.00
1/3/18-4:55:6,853,328,393,71.20,17.60,1.40,2.90
1/3/18-4:56:7,853,326,393,70.00,17.60,1.50,2.70
1/3/18-4:57:8,853,325,395,70.50,17.70,1.40,3.10
1/3/18-4:58:9,853,324,394,70.20,17.60,1.30,2.40
1/3/18-4:59:10,853,335,403,70.70,17.60,1.30,1.40
1/3/18-5:0:11,854,340,401,70.60,17.60,1.40,1.50
1/3/18-5:1:12,853,341,401,70.50,17.60,1.90,3.30
1/3/18-5:2:13,853,342,399,71.10,17.60,2.00,3.70
1/3/18-5:3:14,854,340,403,72.50,17.60,2.30,3.70
1/3/18-5:4:15,853,344,404,71.20,17.60,2.10,2.30
1/3/18-5:5:16,853,347,402,72.40,17.60,2.20,2.50
1/3/18-5:6:17,853,346,399,71.90,17.60,2.40,2.60
1/3/18-5:7:18,853,344,400,71.40,17.60,2.40,2.60
1/3/18-5:8:19,853,341,400,71.30,17.60,2.90,4.60
1/3/18-5:9:20,853,338,399,71.50,17.60,2.70,3.50
1/3/18-5:10:21,853,339,395,71.90,17.60,2.70,2.90
1/3/18-5:11:22,853,339,404,71.10,17.60,2.80,3.30
1/3/18-5:12:23,853,341,404,72.30,17.60,3.20,3.60
1/3/18-5:13:23,853,340,401,71.60,17.60,3.30,4.70
1/3/18-5:14:24,853,343,401,71.70,17.60,2.90,5.30
1/3/18-5:15:25,853,343,400,72.00,17.60,2.80,4.40
1/3/18-5:16:26,853,349,405,72.40,17.60,2.80,5.90
1/3/18-5:17:27,853,346,404,72.60,17.50,2.90,3.20
1/3/18-5:18:28,853,342,403,71.70,17.50,2.90,3.50
1/3/18-5:19:29,854,345,405,72.00,17.60,2.80,4.30
1/3/18-5:20:30,853,344,405,72.90,17.50,2.80,3.70
1/3/18-5:21:31,853,342,403,72.70,17.60,2.80,3.80
1/3/18-5:22:32,853,339,401,71.60,17.60,2.80,3.70
1/3/18-5:23:33,853,339,399,71.70,17.60,2.30,2.40
1/3/18-5:24:34,853,326,397,71.60,17.50,2.10,4.00
1/3/18-5:25:35,853,336,399,72.70,17.60,2.00,3.50
1/3/18-5:26:36,853,339,398,72.60,17.50,1.90,3.00
1/3/18-5:27:37,853,337,396,70.60,17.50,1.90,2.00
1/3/18-5:28:38,853,336,395,71.40,17.50,1.70,2.70
1/3/18-5:29:39,853,334,395,72.10,17.50,1.50,1.60
1/3/18-5:30:40,853,330,394,70.60,17.50,1.30,2.90
1/3/18-5:31:41,853,335,403,71.60,17.50,1.10,1.90
1/3/18-5:32:42,854,333,397,71.50,17.50,1.30,2.70
1/3/18-5:33:43,853,319,393,71.60,17.50,1.20,1.90
1/3/18-5:34:44,853,327,400,71.40,17.50,1.10,3.60
1/3/18-5:35:45,853,328,396,70.20,17.50,1.30,1.80
1/3/18-5:36:46,853,326,399,70.80,17.40,1.30,2.90
1/3/18-5:37:47,853,320,402,70.80,17.50,1.30,2.20
1/3/18-5:38:48,853,331,403,70.70,17.50,1.40,3.30
1/3/18-5:39:49,854,331,408,70.50,17.50,1.00,3.00
1/3/18-5:40:50,853,326,408,69.80,17.50,1.00,1.80
1/3/18-5:41:51,853,327,416,69.90,17.50,1.00,2.00
1/3/18-5:42:52,853,323,410,69.20,17.50,0.90,1.20
1/3/18-5:43:53,853,309,390,69.10,17.50,0.70,0.70
1/3/18-5:44:54,853,308,398,68.50,17.60,1.30,2.90
1/3/18-5:45:55,853,312,402,68.90,17.60,0.80,1.50
1/3/18-5:46:56,853,309,396,68.40,17.50,1.00,1.80
1/3/18-5:47:57,853,304,396,69.60,17.50,1.20,1.50
1/3/18-5:48:58,853,302,400,68.60,17.50,1.20,3.40
1/3/18-5:49:59,853,309,401,69.40,17.50,1.20,3.90
1/3/18-5:51:0,853,322,409,70.10,17.50,1.40,4.40
1/3/18-5:52:1,853,319,398,70.50,17.50,1.20,3.10
1/3/18-5:53:2,853,318,395,70.40,17.50,0.90,1.20
1/3/18-5:54:3,853,315,400,70.70,17.50,1.10,1.90
1/3/18-5:55:3,854,317,396,70.30,17.50,1.10,2.30
1/3/18-5:56:4,853,306,393,70.00,17.50,1.00,2.00
1/3/18-5:57:5,853,305,396,69.00,17.50,1.00,3.50
1/3/18-5:58:6,854,298,394,69.10,17.50,1.00,1.70
1/3/18-5:59:7,853,293,392,68.50,17.50,1.10,2.20
1/3/18-6:0:8,854,291,394,69.30,17.50,1.00,1.90
1/3/18-6:1:9,853,291,395,69.70,17.50,1.10,1.90
1/3/18-6:2:10,853,288,392,70.00,17.40,0.80,1.00
1/3/18-6:3:11,853,285,395,69.20,17.40,0.80,1.00
1/3/18-6:4:12,853,296,395,70.10,17.40,0.90,1.00
1/3/18-6:5:13,853,300,396,70.40,17.40,1.00,2.00
1/3/18-6:6:14,853,296,393,70.30,17.40,1.10,3.10
1/3/18-6:7:15,854,299,398,70.40,17.40,1.10,1.80
1/3/18-6:8:16,854,300,402,69.70,17.40,1.00,3.90
1/3/18-6:9:17,853,308,397,69.80,17.40,1.20,5.80
1/3/18-6:10:18,853,315,396,70.90,17.40,1.20,2.70
1/3/18-6:11:19,854,316,395,70.40,17.40,1.20,2.40
1/3/18-6:12:20,853,314,389,71.70,17.30,1.10,4.30
1/3/18-6:13:21,853,316,398,70.50,17.30,1.10,1.50
1/3/18-6:14:22,853,321,401,70.60,17.30,1.30,3.70
1/3/18-6:15:23,853,322,398,72.20,17.30,1.20,2.10
1/3/18-6:16:24,853,323,397,71.10,17.40,1.30,5.50
1/3/18-6:17:25,854,324,397,71.60,17.30,1.80,4.50
1/3/18-6:18:26,854,325,403,72.30,17.30,1.50,4.40
1/3/18-6:19:27,853,326,406,71.50,17.30,1.40,3.30
1/3/18-6:20:28,853,324,404,70.70,17.30,1.40,3.60
1/3/18-6:21:29,853,323,399,72.10,17.30,1.40,3.50
1/3/18-6:22:30,853,331,403,71.50,17.30,1.60,3.60
1/3/18-6:23:31,853,333,406,72.70,17.30,1.40,2.70
1/3/18-6:24:32,854,334,407,72.60,17.30,1.80,7.50
1/3/18-6:25:33,853,333,405,73.10,17.20,1.90,4.50
1/3/18-6:26:34,853,334,406,73.90,17.20,2.00,7.20
1/3/18-6:27:35,853,333,407,73.60,17.20,1.90,6.70
1/3/18-6:28:36,854,335,409,72.10,17.20,1.70,5.00
1/3/18-6:29:37,854,338,410,71.00,17.20,1.60,3.20
1/3/18-6:30:38,853,338,408,71.20,17.20,1.50,3.80
1/3/18-6:31:39,853,336,406,71.40,17.20,1.70,5.10
1/3/18-6:32:40,853,343,411,71.50,17.20,1.50,4.40
1/3/18-6:33:41,854,339,402,71.70,17.20,1.50,6.10
1/3/18-6:34:42,854,343,406,71.70,17.20,1.40,3.20
1/3/18-6:35:43,853,346,402,71.40,17.20,1.20,2.40
1/3/18-6:36:43,854,342,401,71.20,17.20,1.20,3.30
1/3/18-6:37:44,854,344,403,72.00,17.20,1.40,4.80
1/3/18-6:38:45,854,338,400,71.80,17.10,1.20,4.50
1/3/18-6:39:46,853,340,402,72.00,17.10,1.50,5.20
1/3/18-6:40:47,853,343,410,72.50,17.10,1.50,2.00
1/3/18-6:41:48,854,347,413,72.40,17.10,1.50,4.20
1/3/18-6:42:49,853,339,401,71.70,17.10,1.10,4.60
1/3/18-6:43:50,853,335,402,71.60,17.10,1.20,4.40
1/3/18-6:44:51,853,325,397,71.20,17.20,1.60,3.60
1/3/18-6:45:52,853,324,396,71.80,17.20,1.10,2.00
1/3/18-6:46:53,853,320,396,71.30,17.10,1.30,3.20
1/3/18-6:47:54,853,325,400,71.00,17.10,1.20,2.30
1/3/18-6:48:55,854,325,399,72.30,17.10,1.10,3.50
1/3/18-6:49:56,854,323,394,71.80,17.10,1.20,1.30
1/3/18-6:50:57,853,326,397,72.40,17.10,1.30,2.10
1/3/18-6:51:58,853,332,400,72.40,17.10,1.20,3.60
1/3/18-6:52:59,853,331,402,72.70,17.10,1.10,2.50
1/3/18-6:54:0,854,327,400,72.30,17.10,1.10,3.30
1/3/18-6:55:1,854,324,402,71.50,17.10,1.10,3.30
