Hora,O3,NO2,CO,Humedad,Temperatura,P25,P10
6/3/18-1:58:33,845,236,366,40.60,20.30,3.60,10.90
6/3/18-1:59:34,844,215,343,40.10,20.40,3.20,5.60
6/3/18-2:0:35,845,208,350,39.80,20.40,3.20,10.60
6/3/18-2:1:36,844,209,356,39.80,20.40,3.30,9.10
6/3/18-2:2:37,845,214,357,39.90,20.40,3.10,7.90
6/3/18-2:3:38,844,216,353,39.90,20.40,3.40,6.70
6/3/18-2:4:39,844,195,352,39.40,20.40,3.50,9.40
6/3/18-2:5:40,844,196,356,38.70,20.30,3.20,7.50
6/3/18-2:6:41,844,195,350,39.20,20.30,3.60,6.20
6/3/18-2:7:42,845,200,370,39.40,20.30,3.70,6.30
6/3/18-2:8:43,845,207,357,39.90,20.30,3.90,11.50
6/3/18-2:9:44,844,214,360,40.20,20.30,3.40,7.20
6/3/18-2:10:45,845,212,363,40.00,20.30,3.40,9.90
6/3/18-2:11:46,844,220,376,39.90,20.30,3.80,8.90
6/3/18-2:12:47,844,218,361,40.00,20.30,3.70,6.60
6/3/18-2:13:48,845,214,361,39.90,20.30,3.50,9.90
6/3/18-2:14:49,845,215,358,40.00,20.30,3.90,8.20
6/3/18-2:15:50,845,222,371,39.80,20.40,3.90,8.90
6/3/18-2:16:51,844,202,352,39.70,20.30,3.80,9.10
6/3/18-2:17:52,845,187,353,39.30,20.40,3.60,6.70
6/3/18-2:18:53,844,178,354,39.30,20.30,3.70,7.80
6/3/18-2:19:54,844,191,349,39.30,20.20,3.50,8.60
6/3/18-2:20:55,845,169,348,39.30,20.30,4.20,10.30
6/3/18-2:21:56,845,155,339,38.90,20.20,4.10,6.90
6/3/18-2:22:57,843,152,345,38.80,20.10,4.50,9.10
6/3/18-2:23:58,844,149,339,39.40,20.00,4.50,9.20
6/3/18-2:24:59,844,160,347,39.60,19.90,4.00,8.40
6/3/18-2:26:0,844,176,357,40.50,19.90,3.90,11.30
6/3/18-2:27:1,844,191,354,41.40,19.90,4.10,11.00
6/3/18-2:28:2,845,166,347,40.70,19.90,4.10,6.90
6/3/18-2:29:3,845,149,334,40.20,19.90,4.30,9.60
6/3/18-2:30:4,845,151,340,39.90,19.90,4.30,11.70
6/3/18-2:31:5,845,152,355,40.40,19.90,4.60,13.00
6/3/18-2:32:6,843,167,369,40.50,19.90,4.00,9.50
6/3/18-2:33:7,845,174,350,40.00,19.90,4.00,10.50
6/3/18-2:34:8,845,177,365,40.30,20.00,4.30,9.80
6/3/18-2:35:9,844,186,367,40.00,20.00,4.10,11.10
6/3/18-2:36:10,844,172,345,40.10,20.00,4.30,9.80
6/3/18-2:37:11,845,158,336,40.00,20.00,4.00,8.00
6/3/18-2:38:11,845,152,340,39.40,20.00,3.90,7.80
6/3/18-2:39:12,844,147,342,39.20,20.00,3.80,9.00
6/3/18-2:40:13,844,158,350,39.50,19.90,4.70,9.20
6/3/18-2:41:14,844,153,346,39.80,19.90,3.50,5.80
6/3/18-2:42:15,844,180,353,40.20,19.90,3.90,10.00
6/3/18-2:43:16,845,180,357,40.70,19.90,3.70,8.50
6/3/18-2:44:17,844,191,361,39.90,19.90,4.00,9.20
6/3/18-2:45:18,845,185,343,39.90,19.90,3.90,9.70
6/3/18-2:46:19,844,172,353,39.70,20.00,3.80,8.70
6/3/18-2:47:20,845,180,349,39.70,20.00,4.20,8.90
6/3/18-2:48:21,845,192,360,40.50,20.00,4.20,8.00
6/3/18-2:49:22,844,203,358,40.40,20.00,4.00,7.10
6/3/18-2:50:23,844,200,353,40.60,20.00,4.20,10.20
6/3/18-2:51:24,845,195,357,40.30,20.10,3.70,8.60
6/3/18-2:52:25,844,207,364,40.40,20.10,3.70,8.40
6/3/18-2:53:26,845,197,359,39.90,20.10,4.00,9.00
6/3/18-2:54:27,845,183,349,39.50,20.20,4.10,9.90
6/3/18-2:55:28,845,193,367,39.10,20.20,4.50,6.50
6/3/18-2:56:29,845,173,352,39.10,20.10,3.90,6.90
6/3/18-2:57:30,844,161,340,38.70,20.10,4.30,8.70
6/3/18-2:58:31,844,152,350,38.90,20.10,4.00,7.40
6/3/18-2:59:32,844,146,349,38.30,20.00,4.20,8.80
6/3/18-3:0:33,845,137,343,38.40,20.00,4.20,7.90
6/3/18-3:1:34,845,125,329,38.30,19.90,4.00,8.40
6/3/18-3:2:35,845,118,336,37.90,19.90,3.90,5.50
6/3/18-3:3:36,845,121,334,37.80,19.90,4.50,8.50
6/3/18-3:4:37,843,123,322,38.10,19.90,4.10,7.70
6/3/18-3:5:38,844,120,335,37.70,19.80,4.00,5.80
6/3/18-3:6:39,844,117,329,37.90,19.80,4.00,9.50
6/3/18-3:7:40,845,114,331,37.30,19.80,4.30,8.20
6/3/18-3:8:41,845,114,329,37.10,19.80,4.60,8.20
6/3/18-3:9:42,845,130,348,37.50,19.80,4.40,7.00
6/3/18-3:10:43,845,151,371,38.10,19.90,4.50,6.50
6/3/18-3:11:44,845,145,349,38.20,19.90,4.90,8.80
6/3/18-3:12:45,845,131,330,38.00,20.00,4.00,6.90
6/3/18-3:13:46,846,122,331,37.40,20.00,4.20,5.60
6/3/18-3:14:47,845,129,337,37.80,20.00,4.50,7.90
6/3/18-3:15:48,844,123,336,38.00,20.00,5.60,7.80
6/3/18-3:16:49,846,133,341,37.70,20.00,4.60,6.20
6/3/18-3:17:50,848,144,345,37.60,20.10,4.50,8.70
6/3/18-3:18:51,844,150,359,37.80,20.10,4.50,7.90
6/3/18-3:19:52,845,128,339,37.50,20.10,4.70,8.70
6/3/18-3:20:53,845,123,334,37.00,20.10,4.40,7.50
6/3/18-3:21:53,844,132,338,36.70,20.10,4.20,7.50
6/3/18-3:22:54,845,120,325,37.40,20.10,4.50,10.90
6/3/18-3:23:55,845,130,348,37.00,20.10,3.80,6.80
6/3/18-3:24:56,844,145,347,37.50,20.10,4.60,7.50
6/3/18-3:25:57,845,133,330,38.40,20.00,4.30,7.30
6/3/18-3:26:58,845,131,336,37.70,20.00,3.90,8.10
6/3/18-3:27:59,844,129,330,37.70,20.00,4.40,9.30
6/3/18-3:29:0,843,135,342,37.50,20.10,4.80,8.10
6/3/18-3:30:1,845,123,333,37.90,20.10,4.00,6.30
6/3/18-3:31:2,844,132,336,36.90,20.10,4.90,8.00
6/3/18-3:32:3,845,134,337,37.60,20.10,4.00,8.50
6/3/18-3:33:4,844,140,332,38.00,20.10,4.00,6.80
6/3/18-3:34:5,844,165,354,38.00,20.10,4.20,8.20
6/3/18-3:35:6,844,159,340,38.20,20.10,4.10,8.80
6/3/18-3:36:7,844,148,331,37.60,20.10,4.20,8.10
6/3/18-3:37:8,845,137,333,37.40,20.00,4.20,7.80
6/3/18-3:38:9,844,137,332,37.80,20.00,4.70,6.70
6/3/18-3:39:10,844,142,338,37.90,20.00,4.40,8.50
6/3/18-3:40:11,845,139,336,38.50,20.00,3.70,6.00
6/3/18-3:41:12,844,147,344,38.40,20.00,4.20,6.20
6/3/18-3:42:13,844,152,341,39.00,20.00,4.30,6.30
6/3/18-3:43:14,845,152,343,38.50,20.00,4.10,5.80
6/3/18-3:44:15,844,164,343,38.50,20.00,4.00,6.70
6/3/18-3:45:16,845,154,338,39.20,20.00,3.90,5.20
6/3/18-3:46:17,845,145,334,39.00,20.00,3.90,5.90
6/3/18-3:47:18,847,145,345,38.50,19.90,4.50,8.80
6/3/18-3:48:19,845,151,340,38.50,19.90,4.60,12.50
6/3/18-3:49:20,845,156,345,38.80,19.90,4.10,10.30
6/3/18-3:50:21,844,170,347,39.20,19.90,4.60,15.80
6/3/18-3:51:22,845,157,342,39.60,19.90,4.70,13.50
6/3/18-3:52:23,845,166,344,38.90,19.90,5.00,11.80
6/3/18-3:53:24,845,167,351,39.70,19.90,4.70,13.30
6/3/18-3:54:25,846,165,341,39.30,19.90,4.30,8.10
6/3/18-3:55:26,846,158,340,39.80,19.80,4.70,13.60
6/3/18-3:56:27,845,152,342,39.50,19.90,4.80,6.80
6/3/18-3:57:28,844,138,328,38.80,19.90,4.10,6.40
6/3/18-3:58:29,844,140,339,37.70,19.80,4.60,8.00
6/3/18-3:59:30,844,145,340,38.20,19.80,4.20,8.00
6/3/18-4:0:31,844,148,337,38.80,19.80,5.20,7.90
6/3/18-4:1:32,845,137,336,38.40,19.80,5.00,10.10
6/3/18-4:2:33,845,135,331,38.40,19.80,4.90,9.40
6/3/18-4:3:34,844,144,347,38.00,19.80,4.90,7.30
6/3/18-4:4:35,844,151,347,37.90,19.80,5.60,9.00
6/3/18-4:5:36,845,149,335,38.00,19.80,4.50,7.20
6/3/18-4:6:36,845,143,333,38.40,19.80,5.00,7.90
6/3/18-4:7:37,846,146,338,38.20,19.80,5.00,10.90
6/3/18-4:8:38,845,151,342,38.60,19.70,4.20,6.80
6/3/18-4:9:39,846,145,338,38.80,19.70,5.40,9.30
6/3/18-4:10:40,845,152,334,38.80,19.70,4.50,7.50
6/3/18-4:11:41,846,150,333,38.90,19.70,4.50,8.20
6/3/18-4:12:42,846,156,339,39.00,19.80,4.90,10.70
6/3/18-4:13:43,846,153,343,39.20,19.80,4.30,7.50
6/3/18-4:14:44,845,160,344,39.30,19.80,4.70,8.20
6/3/18-4:15:45,848,148,339,39.10,19.70,5.10,7.10
6/3/18-4:16:46,844,148,334,38.80,19.70,5.50,9.90
6/3/18-4:17:47,845,138,343,38.70,19.70,5.90,8.10
6/3/18-4:18:48,845,155,340,39.00,19.70,5.80,9.90
6/3/18-4:19:49,848,165,345,39.40,19.70,5.40,6.30
6/3/18-4:20:50,845,163,339,39.20,19.70,6.70,9.90
6/3/18-4:21:51,844,166,337,39.20,19.60,7.20,9.50
6/3/18-4:22:52,845,162,342,39.20,19.60,7.70,12.00
6/3/18-4:23:53,845,160,343,39.40,19.50,7.80,12.70
6/3/18-4:24:54,848,168,345,39.70,19.50,8.40,11.20
6/3/18-4:25:55,845,169,338,40.00,19.50,7.80,10.00
6/3/18-4:26:56,846,156,329,40.10,19.50,7.20,9.80
6/3/18-4:27:57,845,154,334,40.00,19.50,7.10,8.70
6/3/18-4:28:58,846,139,327,39.70,19.40,7.40,8.40
6/3/18-4:29:59,845,134,344,39.20,19.40,6.90,9.70
6/3/18-4:31:0,845,152,338,39.30,19.40,6.90,10.20
6/3/18-4:32:1,845,144,334,39.80,19.40,6.80,10.00
6/3/18-4:33:2,845,158,337,39.50,19.40,6.80,8.00
6/3/18-4:34:3,844,164,347,39.60,19.40,6.20,7.50
6/3/18-4:35:4,845,150,331,40.10,19.40,6.40,9.10
6/3/18-4:36:5,845,154,336,39.70,19.30,5.40,6.00
6/3/18-4:37:6,845,157,337,40.20,19.30,6.60,8.90
6/3/18-4:38:7,844,157,333,40.40,19.30,5.70,7.50
6/3/18-4:39:8,844,166,337,40.50,19.30,5.90,8.60
6/3/18-4:40:9,843,169,338,40.60,19.20,5.60,8.70
6/3/18-4:41:10,839,157,341,40.60,19.30,5.10,7.70
6/3/18-4:42:11,839,166,338,40.60,19.20,5.60,10.70
6/3/18-4:43:12,838,172,336,40.40,19.20,5.60,10.50
6/3/18-4:44:13,838,180,337,41.00,19.20,5.30,8.80
6/3/18-4:45:14,838,175,332,41.10,19.20,5.50,7.80
6/3/18-4:46:15,838,174,336,41.10,19.20,4.80,6.40
6/3/18-4:47:16,839,168,335,41.50,19.10,5.00,7.00
6/3/18-4:48:17,842,175,338,41.20,19.10,4.70,7.20
6/3/18-4:49:18,837,177,339,41.50,19.10,5.30,9.50
6/3/18-4:50:18,838,185,340,40.80,19.10,4.90,9.80
6/3/18-4:51:19,838,199,341,41.60,19.10,4.40,7.60
6/3/18-4:52:20,837,207,346,41.80,19.10,5.30,8.70
6/3/18-4:53:21,836,207,338,41.70,19.10,4.60,9.20
6/3/18-4:54:22,838,200,339,41.40,19.10,4.80,7.30
6/3/18-4:55:23,839,200,337,41.40,19.10,4.40,6.30
6/3/18-4:56:24,839,198,339,41.80,19.10,5.20,8.20
6/3/18-4:57:25,839,207,345,41.90,19.10,4.70,6.10
6/3/18-4:58:26,837,215,340,42.40,19.00,5.10,7.80
6/3/18-4:59:27,839,204,335,42.30,19.00,5.30,7.50
6/3/18-5:0:28,837,191,334,42.60,19.00,4.60,9.50
6/3/18-5:1:29,838,196,335,42.00,18.90,5.00,7.10
6/3/18-5:2:30,839,192,335,42.10,18.90,4.90,10.40
6/3/18-5:3:31,840,195,335,42.50,18.90,4.70,5.90
6/3/18-5:4:32,838,185,325,42.10,19.00,4.40,6.00
6/3/18-5:5:33,839,178,329,42.10,18.90,4.70,7.90
6/3/18-5:6:34,839,189,335,42.20,18.90,4.30,10.80
6/3/18-5:7:35,837,181,333,42.70,18.80,5.00,8.30
6/3/18-5:8:36,840,173,341,42.30,18.80,5.00,8.30
6/3/18-5:9:37,838,178,335,42.20,18.80,4.90,9.70
6/3/18-5:10:38,840,181,335,42.80,18.80,4.70,8.80
6/3/18-5:11:39,837,188,336,42.90,18.80,5.10,6.50
6/3/18-5:12:40,837,190,335,43.30,18.80,4.20,5.20
6/3/18-5:13:41,838,188,334,43.30,18.80,4.60,6.50
6/3/18-5:14:42,839,182,333,42.50,18.80,4.10,6.90
6/3/18-5:15:43,838,179,333,42.50,18.80,4.30,6.10
6/3/18-5:16:44,839,186,337,43.30,18.80,4.70,9.60
6/3/18-5:17:45,839,189,334,43.30,18.70,4.40,8.90
6/3/18-5:18:46,839,189,339,43.60,18.70,4.40,6.90
6/3/18-5:19:47,840,191,334,43.30,18.70,4.40,5.20
6/3/18-5:20:48,839,185,332,44.30,18.70,4.50,7.10
6/3/18-5:21:49,839,183,337,43.20,18.60,4.20,7.80
6/3/18-5:22:50,842,173,339,44.00,18.60,4.40,7.90
6/3/18-5:23:51,840,172,331,43.70,18.60,4.50,7.10
6/3/18-5:24:52,840,177,332,44.00,18.50,4.20,6.40
6/3/18-5:25:53,841,185,335,44.10,18.50,4.70,6.40
6/3/18-5:26:54,838,186,339,44.10,18.50,4.20,9.20
6/3/18-5:27:55,839,190,336,44.50,18.50,4.90,9.60
6/3/18-5:28:56,839,187,336,44.60,18.50,4.20,7.10
6/3/18-5:29:57,839,187,339,44.20,18.50,4.30,8.30
6/3/18-5:30:58,839,184,334,44.20,18.40,4.70,9.00
6/3/18-5:31:59,840,190,338,44.40,18.50,4.50,10.30
6/3/18-5:32:59,840,183,338,44.70,18.40,4.50,6.80
6/3/18-5:34:0,842,190,338,44.40,18.40,4.30,7.30
6/3/18-5:35:1,840,189,337,44.30,18.40,4.50,7.60
6/3/18-5:36:2,838,191,336,44.80,18.30,4.50,10.90
6/3/18-5:37:3,842,190,339,44.90,18.30,4.50,6.00
6/3/18-5:38:4,839,186,338,44.40,18.30,4.20,6.70
6/3/18-5:39:5,839,171,338,44.30,18.40,4.20,7.20
6/3/18-5:40:6,840,187,336,44.50,18.30,4.40,10.40
6/3/18-5:41:7,839,189,333,44.60,18.30,4.00,6.20
6/3/18-5:42:8,843,195,344,44.10,18.30,4.60,6.70
6/3/18-5:43:9,839,188,334,44.40,18.30,4.00,7.50
6/3/18-5:44:10,840,178,335,44.60,18.30,4.50,7.80
6/3/18-5:45:11,842,166,332,44.10,18.30,4.20,9.60
6/3/18-5:46:12,838,170,338,44.30,18.30,4.50,5.80
6/3/18-5:47:13,838,171,340,44.40,18.30,4.10,7.00
6/3/18-5:48:14,840,168,337,44.10,18.20,4.40,6.80
6/3/18-5:49:15,840,160,331,43.90,18.20,4.10,6.80
6/3/18-5:50:16,840,165,333,43.80,18.20,4.50,7.90
6/3/18-5:51:17,840,166,330,44.10,18.20,4.10,5.60
6/3/18-5:52:18,843,166,338,44.60,18.20,3.90,11.40
6/3/18-5:53:19,839,178,339,45.10,18.30,4.10,6.70
6/3/18-5:54:20,840,179,336,44.60,18.30,4.00,6.40
6/3/18-5:55:21,840,177,335,44.80,18.30,4.40,9.10
6/3/18-5:56:22,840,157,322,45.20,18.20,4.00,7.40
6/3/18-5:57:23,840,144,327,43.50,18.20,4.40,7.90
6/3/18-5:58:24,840,145,330,44.00,18.30,3.60,5.10
6/3/18-5:59:25,841,137,321,43.70,18.30,3.90,4.50
6/3/18-6:0:26,841,123,324,42.80,18.30,4.40,7.90
6/3/18-6:1:27,838,124,322,42.50,18.20,3.50,6.40
6/3/18-6:2:28,839,141,334,42.00,18.20,4.10,6.00
6/3/18-6:3:29,839,141,332,42.40,18.20,4.50,6.10
6/3/18-6:4:30,841,127,323,41.90,18.20,3.70,5.90
6/3/18-6:5:31,839,137,329,41.70,18.20,4.20,8.10
6/3/18-6:6:32,840,143,331,42.20,18.30,3.60,5.70
6/3/18-6:7:33,840,126,329,42.40,18.30,3.50,6.10
6/3/18-6:8:34,839,127,331,41.50,18.20,4.90,8.60
6/3/18-6:9:35,843,119,328,42.00,18.20,4.10,4.70
6/3/18-6:10:36,840,118,345,41.30,18.30,4.20,7.10
6/3/18-6:11:37,839,134,330,42.10,18.20,3.60,6.10
6/3/18-6:12:38,839,133,327,42.70,18.30,3.80,5.70
6/3/18-6:13:39,842,130,330,42.50,18.30,4.10,7.00
6/3/18-6:14:39,839,123,323,42.40,18.30,4.20,5.70
6/3/18-6:15:40,839,132,326,41.70,18.30,4.20,6.60
6/3/18-6:16:41,839,144,374,41.70,18.30,3.70,5.50
6/3/18-6:17:42,840,137,329,41.70,18.30,4.10,7.60
6/3/18-6:18:43,840,138,327,42.00,18.30,4.50,8.40
6/3/18-6:19:44,837,140,338,42.70,18.30,4.50,6.60
6/3/18-6:20:45,839,141,333,42.90,18.30,4.10,4.80
6/3/18-6:21:46,840,130,322,42.10,18.40,4.20,5.50
6/3/18-6:22:47,840,144,339,42.10,18.40,4.30,10.10
6/3/18-6:23:48,839,131,322,42.10,18.40,4.50,5.80
6/3/18-6:24:49,838,130,337,41.40,18.40,4.60,9.90
6/3/18-6:25:50,840,148,350,41.50,18.40,5.00,7.00
6/3/18-6:26:51,842,154,340,42.40,18.40,4.60,7.40
6/3/18-6:27:52,841,176,342,43.50,18.40,3.80,7.20
6/3/18-6:28:53,841,153,341,42.50,18.40,4.30,12.80
6/3/18-6:29:54,838,162,337,42.10,18.40,4.40,6.20
6/3/18-6:30:55,838,150,335,42.80,18.40,4.70,7.00
6/3/18-6:31:56,839,140,332,41.80,18.40,5.50,14.50
6/3/18-6:32:57,838,141,331,41.40,18.40,4.50,6.80
6/3/18-6:33:58,842,151,334,42.00,18.50,4.50,6.20
6/3/18-6:34:59,838,155,333,41.90,18.50,5.00,8.20
6/3/18-6:36:0,838,149,332,42.40,18.50,4.40,6.20
6/3/18-6:37:1,839,139,328,42.10,18.50,4.50,6.90
6/3/18-6:38:2,839,151,338,42.50,18.50,4.10,5.30
6/3/18-6:39:3,840,144,336,42.60,18.50,4.30,5.90
6/3/18-6:40:4,839,148,337,42.00,18.40,4.10,4.60
6/3/18-6:41:5,841,137,329,42.30,18.50,4.00,9.40
6/3/18-6:42:6,840,125,322,41.40,18.50,4.20,8.30
6/3/18-6:43:7,840,125,338,41.00,18.40,4.30,6.40
6/3/18-6:44:8,840,127,330,41.20,18.30,4.50,11.10
6/3/18-6:45:9,840,132,326,41.70,18.40,4.30,9.10
6/3/18-6:46:10,841,118,321,42.50,18.30,3.90,8.00
6/3/18-6:47:11,840,124,325,41.10,18.40,4.20,8.70
6/3/18-6:48:12,840,144,339,41.30,18.40,3.90,5.80
6/3/18-6:49:13,840,131,328,41.70,18.40,3.80,7.00
6/3/18-6:50:14,840,121,321,41.70,18.40,3.90,8.20
6/3/18-6:51:15,841,118,321,40.70,18.40,4.70,8.20
6/3/18-6:52:16,842,127,339,41.30,18.40,3.70,7.80
6/3/18-6:53:17,841,132,336,41.30,18.40,3.40,6.30
6/3/18-6:54:18,842,132,329,41.80,18.30,4.20,6.40
6/3/18-6:55:19,841,125,327,41.90,18.30,3.90,10.10
